instrument_id,signal_date,session_date,exit,entry_price,stop_price,exit_date,exit_price,exit_reason,per_dollar,excess_over_spy,levered,pullback,spy_above_200
EFX,2019-08-28,2019-08-29,base,146.1330279990,140.8972639110359746148208720,2019-09-10,140.7789102093507043961444225,stop,-0.036639,-0.055608,False,False,True
EFX,2019-08-28,2019-08-29,wide,146.1330279990,135.6614998230719492296417440,2019-10-02,135.5475441632205687922888449,stop,-0.072437,-0.056989,False,False,True
LII,2019-09-04,2019-09-05,base,251.7758189970,239.8804415679682482774346531,2019-09-09,239.6789419970511549488816080,stop,-0.048046,-0.049322,False,True,True
LII,2019-09-04,2019-09-05,wide,251.7758189970,227.9850641389364965548693063,2019-10-03,227.7935566850597898977632161,stop,-0.095252,-0.070405,False,True,True
TRMB,2019-09-11,2019-09-12,base,38.8994410005,37.08140102018134517523369724,2019-10-02,37.05025264332439284528650093,stop,-0.047538,-0.003626,False,False,True
TRMB,2019-09-11,2019-09-12,wide,38.8994410005,35.26336103986269035046739449,2019-12-06,40.3698040005,time,0.037799,-0.007274,False,False,True
VMC,2019-09-12,2019-09-13,base,147.6537920010,141.0685767967353224956927350,2019-10-11,147.3662819990,time,-0.001947,0.014028,False,False,True
VMC,2019-09-12,2019-09-13,wide,147.6537920010,134.4833615924706449913854700,2019-11-06,132.99537000000,stop_gap,-0.099276,-0.119236,False,False,True
FIS,2019-09-17,2019-09-18,base,132.9564439995,126.8505844211109571667952549,2019-10-16,131.6941150025,time,-0.009494,-0.000527,False,True,True
FIS,2019-09-17,2019-09-18,wide,132.9564439995,120.7447248427219143335905099,2019-12-12,136.6616310020,time,0.027868,-0.02537,False,True,True
PTF,2019-09-17,2019-09-18,base,24.0787013340,22.75795520518909293366553070,2019-09-27,22.73883852281673409560125165,stop,-0.055645,-0.036715,False,True,True
PTF,2019-09-17,2019-09-18,wide,24.0787013340,21.43720907637818586733106140,2019-12-12,24.8742236665,time,0.033038,-0.0202,False,True,True
ALG,2019-09-19,2019-09-20,base,116.2080770010,108.1816101298645425393690528,2019-10-18,119.4502469990,time,0.0279,0.028939,False,False,True
ALG,2019-09-19,2019-09-20,wide,116.2080770010,100.1551432587290850787381056,2019-12-16,118.9804809995,time,0.023857,-0.047284,False,False,True
EGHT,2019-09-19,2019-09-20,base,23.4317100000,21.83019793240748869063702502,2019-09-27,21.81186056614426640013688992,stop,-0.069131,-0.059475,False,False,True
EGHT,2019-09-19,2019-09-20,wide,23.4317100000,20.22868586481497738127405004,2019-09-30,20.21169376868853280027377984,stop,-0.137421,-0.132359,False,False,True
ECHO,2019-09-25,2019-09-26,base,40.2401110005,38.32120886573143580072478010,2019-10-02,38.28901905028422139465217128,stop,-0.048486,-0.018385,False,False,True
ECHO,2019-09-25,2019-09-26,wide,40.2401110005,36.40230673096287160144956020,2019-10-04,36.37172879330886278930434257,stop,-0.096132,-0.08721,False,False,True
ADAM,2019-10-02,2019-10-03,base,24.1320610005,23.47629408339472400332675933,2019-10-21,24.76700614215448756483603515,target,0.026311,-0.006641,False,True,True
ADAM,2019-10-02,2019-10-03,wide,24.1320610005,22.82052716628944800665351866,2019-12-30,24.8675590005,time,0.030478,-0.075093,False,True,True
ADUS,2019-10-04,2019-10-07,base,81.5807710005,76.43693590652719779927834845,2019-11-01,86.65175742535344504687304536,target,0.062159,0.017598,False,False,True
ADUS,2019-10-04,2019-10-07,wide,81.5807710005,71.29310081255439559855669690,2020-01-02,95.0224650000,time,0.164765,0.056297,False,False,True
BAX,2019-10-08,2019-10-09,base,86.9434520010,83.82800508059600853470505981,2019-10-24,79.19949000000,stop_gap,-0.089069,-0.120311,False,True,True
BAX,2019-10-08,2019-10-09,wide,86.9434520010,80.71255816019201706941011963,2019-10-24,79.19949000000,stop_gap,-0.089069,-0.120311,False,True,True
CB,2019-10-10,2019-10-11,base,155.1775560030,149.9862131913080372152277420,2019-10-22,149.8602247722273384639669507,stop,-0.034266,-0.04348,False,True,True
CB,2019-10-10,2019-10-11,wide,155.1775560030,144.7948703796160744304554841,2020-01-08,152.7935600025,time,-0.015363,-0.110442,False,True,True
DG,2019-10-11,2019-10-14,base,161.2906120035,155.1646912045733569709044041,2019-11-11,156.9215000000,time,-0.027088,-0.068987,False,False,True
DG,2019-10-11,2019-10-14,wide,161.2906120035,149.0387704056467139418088083,2020-01-09,152.5037119990,time,-0.054479,-0.158212,False,False,True
SBUX,2019-10-11,2019-10-14,base,86.6633130015,83.46976377202540371707214635,2019-10-22,83.39964917045690237794980575,stop,-0.037659,-0.047999,False,True,True
SBUX,2019-10-11,2019-10-14,wide,86.6633130015,80.27621454255080743414429270,2020-01-09,90.4847340005,time,0.044095,-0.059639,False,True,True
SIRI,2019-10-23,2019-10-24,base,64.6322979990,62.52142085318214066407497838,2019-10-31,66.68711087769621233408284460,target,0.031792,0.021938,False,False,True
SIRI,2019-10-23,2019-10-24,wide,64.6322979990,60.41054370736428132814995676,2020-01-22,71.9640000000,time,0.113437,0.010331,False,False,True
ESE,2019-10-28,2019-10-29,base,83.5517570010,79.70261546322954105520990439,2019-11-25,87.32748178399789175927647193,target,0.04519,0.011682,False,False,True
ESE,2019-10-28,2019-10-29,wide,83.5517570010,75.85347392545908211041980878,2020-01-27,98.3707880010,time,0.177363,0.110446,False,False,True
CWEN,2019-10-29,2019-10-30,base,18.1590750000,17.04229809162116342756026550,2019-11-07,19.25966019277579834971888512,target,0.060608,0.047325,False,True,True
CWEN,2019-10-29,2019-10-30,wide,18.1590750000,15.92552118324232685512053099,2020-01-28,21.3293300000,time,0.174582,0.099781,False,True,True
WD,2019-10-29,2019-10-30,base,62.8614170010,60.33078081048836407843470682,2019-11-11,65.33712386683076614739117833,target,0.039384,0.025541,False,False,True
WD,2019-10-29,2019-10-30,wide,62.8614170010,57.80014461997672815686941364,2020-01-28,66.3568040005,time,0.055605,-0.019196,False,False,True
CHDN,2019-10-31,2019-11-01,base,64.5872775000,61.60339323681093063297252100,2019-11-05,61.55164638649200945124082408,stop,-0.047,-0.049908,False,True,True
CHDN,2019-10-31,2019-11-01,wide,64.5872775000,58.61950897362186126594504200,2020-01-30,73.2833400000,time,0.13464,0.064281,False,True,True
SHW,2019-11-07,2019-11-08,base,193.8802316700,186.4505644962022246120973977,2019-12-09,192.0939069990,time,-0.009214,-0.025204,False,False,True
SHW,2019-11-07,2019-11-08,wide,193.8802316700,179.0208973224044492241947954,2020-02-06,193.8696766700,time,-5.4e-05,-0.081106,False,False,True
TPR,2019-11-08,2019-11-11,base,26.6933400000,24.78275687584070684963111771,2019-12-03,24.76193936006500065587742757,stop,-0.072355,-0.076247,False,False,True
TPR,2019-11-08,2019-11-11,wide,26.6933400000,22.87217375168141369926223543,2020-02-07,27.9560140005,time,0.047303,-0.030044,False,False,True
NTRA,2019-11-11,2019-11-12,base,39.0295029990,35.45428694803392770425305767,2019-12-02,35.42450534699757920498148510,stop,-0.092366,-0.10091,False,True,True
NTRA,2019-11-11,2019-11-12,wide,39.0295029990,31.87907089706785540850611534,2020-01-03,31.85229247751431840996297020,stop,-0.183892,-0.22729,False,True,True
ABBV,2019-11-14,2019-11-15,base,88.6743119985,85.09542215161449416970549964,2019-12-16,89.3852850000,time,0.008018,-0.01671,False,False,True
ABBV,2019-11-14,2019-11-15,wide,88.6743119985,81.51653230472898833941099928,2020-01-30,81.44805841759301598920589404,stop,-0.081492,-0.132456,False,False,True
MDT,2019-11-15,2019-11-18,base,111.3056250000,107.9402912380447283457113730,2019-12-16,114.5746351565952292260990246,target,0.02937,0.005397,False,False,True
MDT,2019-11-15,2019-11-18,wide,111.3056250000,104.5749574760894566914227459,2020-02-14,117.2713369990,time,0.053598,-0.028384,False,False,True
MKTX,2019-11-19,2019-11-20,base,404.6922349950,383.1302685435435458745641384,2019-12-05,382.8084391179669692960295045,stop,-0.054075,-0.058097,False,False,True
MKTX,2019-11-19,2019-11-20,wide,404.6922349950,361.5683020920870917491282769,2020-01-13,361.2645847183297385920590091,stop,-0.10731,-0.162592,False,False,True
RDNT,2019-11-21,2019-11-22,base,18.4192050000,17.13359625684992270901399269,2019-12-02,19.68826169960583122606157906,target,0.068899,0.066712,False,False,True
RDNT,2019-11-21,2019-11-22,wide,18.4192050000,15.84798751369984541802798539,2020-02-21,23.0934475000,time,0.25377,0.181349,False,False,True
AZTA,2019-11-27,2019-11-29,base,44.7923850000,41.84609419036380337242986408,2019-12-02,41.81094347124389777759702299,stop,-0.066561,-0.058067,False,False,True
AZTA,2019-11-27,2019-11-29,wide,44.7923850000,38.89980338072760674485972816,2020-01-27,38.86712754588779555519404599,stop,-0.132283,-0.161521,False,False,True
SAIA,2019-12-02,2019-12-03,base,86.5532570010,80.48729510543144381049197337,2019-12-11,92.54141875269543860230883989,target,0.069185,0.053452,False,True,True
SAIA,2019-12-02,2019-12-03,wide,86.5532570010,74.42133320986288762098394674,2020-03-02,87.7161219990,time,0.013435,0.014921,False,True,True
YETI,2019-12-03,2019-12-04,base,31.3856860005,28.69924151851412409795151404,2019-12-05,34.04350989288058776629076523,target,0.084683,0.082885,False,True,True
YETI,2019-12-03,2019-12-04,wide,31.3856860005,26.01279703652824819590302808,2020-03-03,29.0954459995,time,-0.072971,-0.036947,False,True,True
ENTG,2019-12-11,2019-12-12,base,49.8048889995,47.51975795312135687158805593,2020-01-09,52.04626442904010506818407804,target,0.045003,0.014984,False,False,True
ENTG,2019-12-11,2019-12-12,wide,49.8048889995,45.23462690674271374317611185,2020-03-11,47.4662569990,time,-0.046956,0.08791,False,False,True
TQQQ,2019-12-16,2019-12-17,base,10.2876412500,9.759705623314858811641319775,2019-12-26,10.80649179210872566976045893,target,0.050434,0.039889,True,False,True
TQQQ,2019-12-16,2019-12-17,wide,10.2876412500,9.231769996629717623282639550,2020-02-28,8.51892627500,stop_gap,-0.171926,-0.098984,True,False,True
BLDR,2019-12-23,2019-12-24,base,25.4427150000,24.36359608876429755931735125,2020-01-08,26.49955557075026445063247533,target,0.041538,0.031514,False,True,True
BLDR,2019-12-23,2019-12-24,wide,25.4427150000,23.28447717752859511863470251,2020-02-26,23.26491821669947109873504936,stop,-0.085596,-0.055306,False,True,True
CBZ,2019-12-24,2019-12-26,base,27.2136010005,26.36029193767999686793375233,2020-01-27,26.8465709995,time,-0.013487,-0.015221,False,False,True
CBZ,2019-12-24,2019-12-26,wide,27.2136010005,25.50698287485999373586750467,2020-02-28,25.10474499622,stop_gap,-0.077493,0.005123,False,False,True
TDG,2019-12-30,2019-12-31,base,560.2800000000,537.3403317642541364886705832,2020-01-06,582.7297637144278369859799001,target,0.040069,0.034538,False,True,True
TDG,2019-12-30,2019-12-31,wide,560.2800000000,514.4006635285082729773411664,2020-03-06,513.9685669711443260280401998,stop,-0.082658,-0.006848,False,True,True
CRH,2020-01-07,2020-01-08,base,39.7098439995,38.78307455251770352146617477,2020-01-15,38.46405519622,stop_gap,-0.031372,-0.042899,False,True,True
CRH,2020-01-07,2020-01-08,wide,39.7098439995,37.85630510553540704293234954,2020-01-27,37.55749499622,stop_gap,-0.054202,-0.051274,False,True,True
INGR,2020-01-08,2020-01-09,base,90.8153819985,87.68654219783792855627316752,2020-02-07,89.8950319990,time,-0.010134,-0.027125,False,False,True
INGR,2020-01-08,2020-01-09,wide,90.8153819985,84.55770239717585711254633504,2020-02-28,82.22799979622,stop_gap,-0.094559,-0.001523,False,False,True
MKTX,2020-01-08,2020-01-09,base,371.8858620060,355.6952046523118388829530017,2020-01-27,353.73778464914,stop_gap,-0.0488,-0.039157,False,True,True
MKTX,2020-01-08,2020-01-09,wide,371.8858620060,339.5045472986236777659060034,2020-02-05,339.2193634788928338765826424,stop,-0.08784,-0.106851,False,True,True
RCL,2020-01-15,2020-01-16,base,134.1170280015,130.1441456009873209445634904,2020-01-21,130.0348245186824915949700571,stop,-0.030438,-0.031586,False,False,True
RCL,2020-01-15,2020-01-16,wide,134.1170280015,126.1712632004746418891269808,2020-01-23,126.0652793393862431899401141,stop,-0.060035,-0.062453,False,False,True
AXSM,2020-01-16,2020-01-17,base,90.3851659980,78.04130021306419238523570129,2020-02-18,92.0339619990,time,0.018242,0.003842,False,True,True
AXSM,2020-01-16,2020-01-17,wide,90.3851659980,65.69743442812838477047140258,2020-03-12,60.76942000000,stop_gap,-0.327662,-0.075093,False,True,True
FICO,2020-01-17,2020-01-21,base,407.7337639995,394.0783890355205315177872370,2020-01-31,393.7473631887306942713122957,stop,-0.034303,-0.005417,False,False,True
FICO,2020-01-17,2020-01-21,wide,407.7337639995,380.4230140715410630355744741,2020-02-27,376.67078797732,stop_gap,-0.076184,0.025808,False,False,True
VGT,2020-01-23,2020-01-24,base,32.5487672505,31.92176683318147169540196481,2020-01-27,31.63745665000,stop_gap,-0.027998,-0.011969,False,False,True
VGT,2020-01-23,2020-01-24,wide,32.5487672505,31.29476641586294339080392962,2020-02-24,31.26847881207361851835565432,stop,-0.039334,-0.02002,False,False,True
RMD,2020-01-27,2020-01-28,base,163.3816530015,158.6934769244115418062938862,2020-01-31,158.5601744037950361111765993,stop,-0.029511,-0.013725,False,False,True
RMD,2020-01-27,2020-01-28,wide,163.3816530015,154.0053008473230836125877724,2020-02-28,153.8759363946113322223531987,stop,-0.058181,0.03552,False,False,True
TAL,2020-01-28,2020-01-29,base,49.8148960005,45.88289818096226711610066083,2020-02-03,53.70174642922890118827686373,target,0.078026,0.08568,False,True,True
TAL,2020-01-28,2020-01-29,wide,49.8148960005,41.95090036142453423220132166,2020-04-24,47.3663040005,time,-0.049154,0.084488,False,True,True
ENTG,2020-01-29,2020-01-30,base,53.3566670010,50.79390848923505625046880955,2020-02-04,55.87245319533422119678158425,target,0.04715,0.042939,False,True,True
ENTG,2020-01-29,2020-01-30,wide,53.3566670010,48.23114997747011250093761910,2020-03-09,48.19063581148903760643683150,stop,-0.096821,0.066296,False,True,True
WD,2020-02-05,2020-02-06,base,76.0380000000,72.79330803235383399724127126,2020-02-11,79.21609450639334322331641141,target,0.041796,0.037964,False,False,True
WD,2020-02-05,2020-02-06,wide,76.0380000000,69.54861606470766799448254253,2020-02-25,69.49019522721331355336717719,stop,-0.086112,-0.022246,False,False,True
TDG,2020-02-07,2020-02-10,base,643.5916550100,613.8929267954421931142546352,2020-02-24,613.3772567369340216720386613,stop,-0.046947,-0.010315,False,True,True
TDG,2020-02-07,2020-02-10,wide,643.5916550100,584.1941985808843862285092703,2020-02-25,583.7034754540764433440773225,stop,-0.093053,-0.027229,False,True,True
VICR,2020-02-07,2020-02-10,base,53.1365560005,50.16158466298447701813910337,2020-02-14,56.06439365505158994255613348,target,0.0551,0.046375,False,True,True
VICR,2020-02-07,2020-02-10,wide,53.1365560005,47.18661332546895403627820674,2020-02-24,45.33797020756,stop_gap,-0.146765,-0.110133,False,True,True
TMO,2020-02-11,2020-02-12,base,334.7372920035,321.5185579694197935118379239,2020-02-24,321.2484823807254808852879800,stop,-0.040297,0.004158,False,False,True
TMO,2020-02-11,2020-02-12,wide,334.7372920035,308.2998239353395870236758478,2020-02-25,308.0408520832339017705759601,stop,-0.079753,-0.006343,False,False,True
EDU,2020-02-12,2020-02-13,base,138.9194310030,129.5194510825816155861464006,2020-02-28,129.00053278110,stop_gap,-0.0714,0.049646,False,False,True
EDU,2020-02-12,2020-02-13,wide,138.9194310030,120.1194711621632311722928013,2020-03-12,118.65976519622,stop_gap,-0.145838,0.118062,False,False,True
AYI,2020-02-14,2020-02-18,base,116.6683060005,110.8377693417320833683337762,2020-02-25,110.7446656154850284183043758,stop,-0.050773,0.020738,False,True,True
AYI,2020-02-14,2020-02-18,wide,116.6683060005,105.0072326829641667366675524,2020-02-26,104.9190266075104768366087517,stop,-0.100707,-0.02578,False,True,True
GPN,2020-02-14,2020-02-18,base,207.1735420035,199.2795125942211328319346969,2020-02-24,196.86303519622,stop_gap,-0.049767,-0.007271,False,False,True
GPN,2020-02-14,2020-02-18,wide,207.1735420035,191.3854831849422656638693938,2020-02-25,191.2247193790669141607117435,stop,-0.076983,-0.005472,False,False,True
AMD,2020-02-21,2020-02-24,base,49.1445589995,44.81700823748927633369590789,2020-02-27,44.77936195056978534157560333,stop,-0.088824,-0.011564,False,False,True
AMD,2020-02-21,2020-02-24,wide,49.1445589995,40.48945747547855266739181577,2020-03-12,40.45544633119915068315120664,stop,-0.176807,0.053669,False,False,True
PAYC,2020-02-26,2020-02-27,base,281.5006649925,258.5714185012017363239854834,2020-03-06,258.3542185096607268654733356,stop,-0.082225,-0.082057,False,True,True
PAYC,2020-02-26,2020-02-27,wide,281.5006649925,235.6421720099034726479709668,2020-03-10,235.4442325854151537309466712,stop,-0.16361,-0.133057,False,True,True
WMS,2020-02-26,2020-02-27,base,43.2616220010,40.32482531799249598705189809,2020-03-04,46.15961201231293770957722550,target,0.066988,0.015393,False,True,True
WMS,2020-02-26,2020-02-27,wide,43.2616220010,37.38802863498499197410379619,2020-03-12,37.35662269093160458084554900,stop,-0.136495,0.02955,False,True,True
XLK,2020-02-26,2020-02-27,base,43.8719229990,41.80002969379933871349361758,2020-03-02,45.90522349850513273102571706,target,0.046346,0.007423,False,True,True
XLK,2020-02-26,2020-02-27,wide,43.8719229990,39.72813638859867742698723516,2020-03-12,38.57363939622,stop_gap,-0.120767,0.045278,False,True,True
UDOW,2020-02-27,2020-02-28,base,21.9109500000,18.88334888824085384273464138,2020-03-03,24.91760272882526847449325572,target,0.137221,0.123787,True,True,False
UDOW,2020-02-27,2020-02-28,wide,21.9109500000,15.85574777648170768546928275,2020-03-11,15.84242894834946305101348855,stop,-0.276963,-0.203041,True,True,False
BBY,2020-03-02,2020-03-03,base,76.5882780015,70.99237410168716306825118911,2020-03-09,67.48394080756,stop_gap,-0.118874,-0.032243,False,True,True
BBY,2020-03-02,2020-03-03,wide,76.5882780015,65.39647020187432613650237821,2020-03-11,65.34153716690475170254771621,stop,-0.146847,-0.060649,False,True,True
APD,2020-03-03,2020-03-04,base,237.3185969985,224.9109306399584674986386635,2020-03-09,214.17734278110,stop_gap,-0.097511,0.025962,False,True,False
APD,2020-03-03,2020-03-04,wide,237.3185969985,212.5032642814169349972773269,2020-03-09,212.3247615394205447718796139,stop,-0.105318,0.018156,False,True,False
ORA,2020-03-09,2020-03-10,base,66.2931320010,60.16884470371883522826849140,2020-03-12,57.89034519622,stop_gap,-0.126752,0.013009,False,True,False
ORA,2020-03-09,2020-03-10,wide,66.2931320010,54.04455740643767045653698280,2020-06-04,69.2953369990,time,0.045287,-0.03425,False,True,False
ALLE,2020-03-18,2020-03-19,base,94.2070840020,78.31540201453963536478019070,2020-03-23,78.24961707684742207107377534,stop,-0.169387,-0.096376,False,True,False
ALLE,2020-03-18,2020-03-19,wide,94.2070840020,62.42372002707927072956038140,2020-06-15,102.5986769990,time,0.089076,-0.187586,False,True,False
ENSG,2020-03-18,2020-03-19,base,35.1675770010,28.43976105918082093387271926,2020-04-17,37.2313750000,time,0.058685,-0.133116,False,True,False
ENSG,2020-03-18,2020-03-19,wide,35.1675770010,21.71194511736164186774543852,2020-06-15,42.7686059995,time,0.216137,-0.060525,False,True,False
MA,2020-03-20,2020-03-23,base,203.4016530015,165.2697015496219525075349269,2020-03-25,241.3307162256372099325714024,target,0.186474,0.079544,False,True,False
MA,2020-03-20,2020-03-23,wide,203.4016530015,127.1377500977439050150698538,2020-06-17,303.6081299950,time,0.492653,0.094761,False,True,False
DIN,2020-03-24,2020-03-25,base,29.7648750000,16.34984177758737595084511800,2020-04-23,30.8345750000,time,0.035938,-0.094902,False,True,False
DIN,2020-03-24,2020-03-25,wide,29.7648750000,2.93480855517475190169023601,2020-06-19,42.7286250000,time,0.435539,0.184921,False,True,False
CMS,2020-03-30,2020-03-31,base,58.7793750000,49.72126760846650721562958827,2020-04-29,57.2313680010,time,-0.026336,-0.163911,False,False,False
CMS,2020-03-30,2020-03-31,wide,58.7793750000,40.66316021693301443125917654,2020-06-25,56.7416150000,time,-0.034668,-0.227102,False,False,False
IXN,2020-04-02,2020-04-03,base,29.1445639995,25.77792604080871150910639016,2020-04-07,32.48389254854640780856125921,target,0.114578,0.046324,False,True,False
IXN,2020-04-02,2020-04-03,wide,29.1445639995,22.41128808211742301821278032,2020-06-30,39.2370396660,time,0.34629,0.103855,False,True,False
GRFS,2020-04-08,2020-04-09,base,19.7798850000,17.18852848643173799588864488,2020-05-08,19.7401250000,time,-0.00201,-0.053196,False,False,False
GRFS,2020-04-08,2020-04-09,wide,19.7798850000,14.59717197286347599177728976,2020-07-07,18.6906509995,time,-0.055068,-0.182961,False,False,False
VUG,2020-04-08,2020-04-09,base,27.9706453335,25.31342457779965276896697264,2020-05-08,30.60213868168541893935895962,target,0.094081,0.042894,False,False,False
VUG,2020-04-08,2020-04-09,wide,27.9706453335,22.65620382209930553793394529,2020-07-07,34.6693246660,time,0.23949,0.111596,False,False,False
FMS,2020-04-13,2020-04-14,base,35.3376600000,32.80068988103100755583831464,2020-04-24,37.84281542966905849050858954,target,0.070892,0.073781,False,False,False
FMS,2020-04-13,2020-04-14,wide,35.3376600000,30.26371976206201511167662928,2020-07-09,42.3388209995,time,0.198122,0.090331,False,False,False
PRDO,2020-04-14,2020-04-15,base,11.3456700000,9.399591900854750286060374091,2020-04-29,13.28058303074196770417991662,target,0.170542,0.114918,False,False,False
PRDO,2020-04-14,2020-04-15,wide,11.3456700000,7.453513801709500572120748183,2020-07-10,16.1119409995,time,0.420096,0.276699,False,False,False
WTW,2020-04-14,2020-04-15,base,185.7428189970,163.2566931729944388630700057,2020-05-13,197.0714130010,time,0.060991,0.047166,False,False,False
WTW,2020-04-14,2020-04-15,wide,185.7428189970,140.7705673489888777261400114,2020-07-10,202.2288369990,time,0.088757,-0.05464,False,False,False
TCMD,2020-04-17,2020-04-20,base,49.2946350000,42.16985414479098467063445350,2020-04-29,56.37202354589063975648887944,target,0.143573,0.102308,False,False,False
TCMD,2020-04-17,2020-04-20,wide,49.2946350000,35.04507328958196934126890700,2020-07-14,35.01563542801872048702224112,stop,-0.289666,-0.422235,False,False,False
TQQQ,2020-04-17,2020-04-20,base,8.0752856250,6.474986823331887476283204979,2020-05-11,9.667456935749711309196872913,target,0.197166,0.158422,True,False,False
TQQQ,2020-04-17,2020-04-20,wide,8.0752856250,4.874688021663774952566409957,2020-07-15,14.2128900000,time,0.760048,0.617074,True,False,False
TAL,2020-04-20,2020-04-21,base,50.9854789995,45.28398701882125675110277317,2020-05-19,56.63935392455539310456815316,target,0.110892,0.041561,False,True,False
TAL,2020-04-20,2020-04-21,wide,50.9854789995,39.58249503814251350220554633,2020-07-16,72.6036790005,time,0.424007,0.249124,False,True,False
EDC,2020-04-28,2020-04-29,base,37.4987400000,31.50200644250299762862532984,2020-05-01,31.47554475709129511061728456,stop,-0.160624,-0.125086,True,False,False
EDC,2020-04-28,2020-04-29,wide,37.4987400000,25.50527288500599525725065968,2020-07-24,55.2723490005,time,0.473979,0.37961,True,False,False
PENN,2020-04-28,2020-04-29,base,18.6193060005,14.67039476373634143347329388,2020-05-04,14.65807163213480290666917631,stop,-0.212749,-0.179871,False,False,False
PENN,2020-04-28,2020-04-29,wide,18.6193060005,10.72148352697268286694658776,2020-07-24,34.7626090005,time,0.86702,0.77265,False,False,False
BKH,2020-04-30,2020-05-01,base,59.7598650000,52.33550822796032068795278552,2020-06-01,60.5597050000,time,0.013384,-0.067099,False,True,False
BKH,2020-04-30,2020-05-01,wide,59.7598650000,44.91115145592064137590557104,2020-07-28,59.8100800000,time,0.00084,-0.134879,False,True,False
PODD,2020-04-30,2020-05-01,base,194.9874439995,174.1939343121125303840616985,2020-05-07,215.5996976857904841414609133,target,0.105711,0.088419,False,False,False
PODD,2020-04-30,2020-05-01,wide,194.9874439995,153.4004246247250607681233970,2020-07-28,196.2818149975,time,0.006638,-0.129081,False,False,False
ARKK,2020-05-01,2020-05-04,base,54.3371560005,49.05972785564416109553544407,2020-05-11,59.56450789467373999978480570,target,0.096202,0.064711,False,False,False
ARKK,2020-05-01,2020-05-04,wide,54.3371560005,43.78229971078832219107088814,2020-07-29,80.0299650000,time,0.472841,0.326316,False,False,False
GEN,2020-05-01,2020-05-04,base,21.1105500000,19.35810948735564333641388094,2020-05-27,19.34184867538626459601129328,stop,-0.083783,-0.154171,False,False,False
GEN,2020-05-01,2020-05-04,wide,21.1105500000,17.60566897471128667282776187,2020-07-29,21.1694100000,time,0.002788,-0.143736,False,False,False
SSO,2020-05-06,2020-05-07,base,13.6418175000,12.17120291200474850957235763,2020-05-27,15.09973764504133547917568315,target,0.106871,0.051775,True,False,False
SSO,2020-05-06,2020-05-07,wide,13.6418175000,10.70058832400949701914471526,2020-08-03,17.6948991245,time,0.297107,0.154205,True,False,False
TQQQ,2020-05-07,2020-05-08,base,9.3534243750,8.043652694773216560662837328,2020-06-02,10.65423897054039294124811945,target,0.139074,0.085593,True,False,False
TQQQ,2020-05-07,2020-05-08,wide,9.3534243750,6.733881014546433121325674656,2020-08-04,15.6721600000,time,0.675553,0.546911,True,False,False
IUSG,2020-05-11,2020-05-12,base,65.6227909980,62.33793538291698332603288242,2020-05-26,68.84976418992802693996098520,target,0.049175,0.005884,False,False,False
IUSG,2020-05-11,2020-05-12,wide,65.6227909980,59.05307976783396665206576484,2020-08-06,79.2503559995,time,0.207665,0.041411,False,False,False
TMO,2020-05-18,2020-05-19,base,342.9513889995,321.4496668898750244971461848,2020-06-17,349.6750809970,time,0.019605,-0.047833,False,False,False
TMO,2020-05-18,2020-05-19,wide,342.9513889995,299.9479447802500489942923695,2020-08-13,416.3917059970,time,0.214142,0.060496,False,False,False
SE,2020-06-02,2020-06-03,base,88.1140350000,79.64835040309089658234966800,2020-06-15,96.49859263244769977077950572,target,0.095156,0.111589,False,False,True
SE,2020-06-02,2020-06-03,wide,88.1140350000,71.18266580618179316469933600,2020-08-27,153.0734190030,time,0.737219,0.621421,False,False,True
WGO,2020-06-02,2020-06-03,base,60.7103400000,53.63742721354933929537038970,2020-06-08,67.72631485411004214963772143,target,0.115565,0.080265,False,False,True
WGO,2020-06-02,2020-06-03,wide,60.7103400000,46.56451442709867859074077940,2020-08-27,58.9904900000,time,-0.028329,-0.144127,False,False,True
TWLO,2020-06-03,2020-06-04,base,193.1465280015,172.9496119072207146106900058,2020-06-17,213.1642356027388307895829738,target,0.10364,0.102676,False,False,True
TWLO,2020-06-03,2020-06-04,wide,193.1465280015,152.7526958129414292213800116,2020-08-28,264.3177869940,time,0.368483,0.24252,False,False,True
GSHD,2020-06-05,2020-06-08,base,68.5642639995,62.35136734976444502517216098,2020-06-24,74.71434783429019710864898364,target,0.089698,0.148826,False,False,True
GSHD,2020-06-05,2020-06-08,wide,68.5642639995,56.13847070002889005034432196,2020-09-01,110.7645900000,time,0.615486,0.52452,False,False,True
LGIH,2020-06-08,2020-06-09,base,87.2235900000,76.75349419470294562433816579,2020-07-07,97.61162310922060484998627827,target,0.119097,0.140949,False,False,True
LGIH,2020-06-08,2020-06-09,wide,87.2235900000,66.28339838940589124867633158,2020-09-02,122.8485489980,time,0.408433,0.293373,False,False,True
EFX,2020-06-19,2020-06-22,base,171.4556799975,160.6086725307034318389044212,2020-07-09,160.4737612457776409561597415,stop,-0.064051,-0.076156,False,False,True
EFX,2020-06-19,2020-06-22,wide,171.4556799975,149.7616650639068636778088423,2020-09-16,159.0404350025,time,-0.072411,-0.163197,False,False,True
ADPT,2020-06-29,2020-06-30,base,48.4041910005,44.28773034449915606121336080,2020-07-13,44.25052865100977677012194158,stop,-0.085812,-0.106826,False,False,True
ADPT,2020-06-29,2020-06-30,wide,48.4041910005,40.17126968849831212242672160,2020-07-16,40.13752582195997354024388315,stop,-0.170784,-0.211094,False,False,True
