instrument_id,signal_date,session_date,arm,paid_bps,entry_price,stop_price,exit_date,exit_price,exit_reason,shares,net_r,per_dollar
CTAS,2022-09-26,2022-09-27,A,0,97.680000,93.30361346279938863118429888,2022-10-04,101.9949941299967047410452343,target,228,0.9859718956079284660895839419,0.044175
CTAS,2022-09-26,2022-09-27,C,6.635354731268133383640597965,96.12373921754856168928325160,91.74735268034795032046755048,2022-10-03,100.4396695221337808177112621,target,228,0.9861858105764890856261308542,0.0449
CTAS,2022-09-26,2022-09-27,X,0,95.882500,91.50611346279938863118429888,2022-10-03,100.1985754229534056664141660,target,228,0.9862189699802467262946928887,0.045014
CVE,2022-09-28,2022-09-29,O,13.03780964797913950456323338,15.48015645371577574967405475,13.64933738095282442929792355,2022-10-04,17.30531279323486749299096116,target,546,0.9969069946189091455347308925,0.117903
CVE,2022-09-28,2022-09-29,A,0,15.440000,13.60918092723704867962386880,2022-10-04,17.26516947542151757771326691,target,546,0.9969141694963294525885123051,0.11821
CVE,2022-09-28,2022-09-29,C,3.208213025344882900224574912,15.59500160410651267244145010,13.76418253134356135206531890,2022-10-05,17.42012037569940528689909338,target,546,0.9968864748817281067637479096,0.117032
CVE,2022-09-28,2022-09-29,X,0,15.590000,13.75918092723704867962386880,2022-10-05,17.41512040770807302422945926,target,546,0.9968873685337578186100203710,0.11707
DFIV,2022-10-05,2022-10-06,O,7.47104968248038849458348898,26.90008218154650728427344042,25.64315461126675526386972488,2022-10-13,25.61085070041090773253642137,stop_gap,795,-1.025700693993574912405512190,-0.047927
DFIV,2022-10-05,2022-10-06,A,0,26.880000,25.62307242972024797959628446,2022-10-13,25.61829824070781640739960172,stop,795,-1.003798300813283131238871392,-0.046938
DFIV,2022-10-05,2022-10-06,C,1.871607711023769417930001872,26.71499906419614448811529103,25.45807149391639246771157549,2022-10-26,27.96671479795000198709017873,target,795,0.9958535108552559375294762497,0.046854
DFIV,2022-10-05,2022-10-06,X,0,26.710000,25.45307242972024797959628446,2022-10-26,27.96171666519864902952978155,target,795,0.9958542519041545015453544747,0.046863
FCNCA,2022-10-05,2022-10-06,O,77.0337260309799213019650733,848.9497832832059344500053493,798.6772283163198249285822445,2022-10-27,797.0403633254241871248416873,stop,19,-1.032559813042599881522555383,-0.061145
FCNCA,2022-10-05,2022-10-06,A,0,842.460000,792.1874450331138904785768952,2022-10-27,790.5638806581343637772427094,stop,19,-1.032295242922285287438479633,-0.061601
FCNCA,2022-10-05,2022-10-06,C,6.79745361476761574881340103,846.4499796076391556971527535,796.1774246407530461757296487,2022-10-27,794.5456829224080399326839837,stop,19,-1.032457903112738425406966989,-0.06132
FCNCA,2022-10-05,2022-10-06,X,0,843.460000,793.1874450331138904785768952,2022-10-27,791.5618311881696994662886458,stop,19,-1.032336010095666753144142267,-0.06153
ARW,2022-10-14,2022-10-17,O,54.1848598032510915881950655,95.73594823504655689410279346,89.86654061972184719081475555,2022-10-27,101.5409467499906825932086502,target,170,0.9890263030612467118105877641,0.060636
ARW,2022-10-14,2022-10-17,A,0,95.220000,89.35059238467529029671196209,2022-10-25,101.0253255819710965751084575,target,170,0.9890820270879980523494759152,0.060968
ARW,2022-10-14,2022-10-17,C,2.086158339417961823302388652,95.90000208615833941796182332,90.03059447083362971467378541,2022-10-27,101.7048966050003340346436806,target,170,0.9890085847310595981813596733,0.060531
