regime,arm,period,instrument_id,signal_date,entry_date,exit_date,entry_price,stop_price,exit_price,shares,initial_risk_per_share,costs,mfe,mae,exit_reason,gross_r,net_r,holding_days
3x,B,primary,CHRD,2021-01-06,2021-01-07,2021-01-25,41.8326550000,38.32784246250165897463336221,38.27035069880790648617141217,285,3.50481253749834102536663779,8.550,1.151942923281645286595818496,-1.093540655596851349772993517,stop,-1.016403662985863677372997816,-1.024963321934531256503702199,18
3x,B,primary,CHRD,2021-02-08,2021-02-09,2021-03-10,46.9403039985,41.80349808195305307874921927,58.9015169970,194,5.13680591654694692125078073,5.820,2.770144372335066837306445507,-0.1343838972534190526990432629,time,2.328531229877678916141107627,2.322691024799390395143975813,29
3x,B,primary,CHRD,2021-03-22,2021-03-23,2021-04-21,61.5622060015,55.23486015263836714768630398,73.3298419970,158,6.32734584886163285231369602,4.740,1.919887625659902406046082278,-0.4570965568478201177569712721,time,1.859806035040291355554492218,1.855064710523409230632154008,29
3x,B,primary,CHRD,2021-04-28,2021-04-29,2021-05-14,77.7865029970,72.07343417817207395580984017,71.96532402690481584487612541,175,5.71306881882792604419015983,5.250,0.6044903557994435996608127012,-1.145882397814885575787577838,stop,-1.018923306316733223848224115,-1.024174424577576211374569287,15
3x,B,primary,CHRD,2021-05-21,2021-05-24,2021-06-22,86.8000029970,79.64284866078430782841757659,101.0382169970,139,7.15715433621569217158242341,4.170,2.238319344594501146142318615,-0.7544899471673573289922645577,time,1.989368026892149009849574870,1.985176416848447990164417220,29
3x,B,primary,CHRD,2021-06-24,2021-06-25,2021-06-28,102.9141420030,95.29916320169812449184810294,95.15621445689557730511033079,131,7.61497880130187550815189706,3.930,0.06642907487982994967560001141,-1.414861851113495681513503897,stop,-1.018772047635655705001181522,-1.022711651511489361452363221,3
3x,B,primary,CHRD,2021-07-01,2021-07-02,2021-07-07,107.0603520030,97.97001545641268284225277727,97.82306043322806381798939810,110,9.09033654658731715774722273,3.300,0.06486558489645420978707550424,-1.035203697329866394893187120,stop,-1.016166070687425615317290109,-1.019466278534104577131330897,5
3x,B,primary,CHRD,2021-09-07,2021-09-08,2021-10-06,93.6502670030,86.07233796239326409422339099,99.9198950000,131,7.57792904060673590577660901,3.930,1.491136950009665658204542300,-0.4790583262982544519146885905,time,0.8273537484191082863525018755,0.8233948831619590831841444122,28
3x,B,primary,CHRD,2021-10-08,2021-10-11,2021-11-08,106.6897939985,99.04771692930014509753350133,124.0736119970,130,7.64207706919985490246649867,3.900,2.727034131269500922599544247,-0.8008024445559220394128090796,time,2.274750416815690448686794445,2.270824782498168304533140337,28
3x,B,primary,CHRD,2021-11-11,2021-11-12,2021-11-26,126.8800370030,118.6039043709303272043818471,118.4259985143739317135752743,120,8.2761326320696727956181529,3.600,0.7636368673588453052493348001,-1.204672936773213746230532842,stop,-1.021496254889272512402277895,-1.025121136380870561065920416,14
3x,B,primary,CHRD,2021-12-27,2021-12-28,2022-01-24,133.9406150075,122.5584774601197724459095266,121.8769080030,87,11.3821375473802275540904734,2.610,0.8925732051830931079282043623,-1.320543785816357861858623019,stop_gap,-1.059880620338896365306825595,-1.062516329130423397702202333,27
3x,B,primary,CHRD,2022-02-02,2022-02-03,2022-02-16,144.1258690060,129.2625709057845943993249529,129.0686770494259175077259655,67,14.8632981002154056006750471,2.010,0.2196100738874836103919610626,-1.025738964744241392976129956,stop,-1.013045143483724308444771325,-1.015063538041764238122816749,13
3x,B,primary,CHRD,2022-03-07,2022-03-08,2022-03-09,157.7662939985,143.0527770492827997729341982,142.8381978837088755732747969,67,14.7135169492172002270658018,2.010,0.04850655380105916276538421912,-1.323020938208499531447292981,stop,-1.014583812035866815949098619,-1.016622753514205622153163225,1
3x,B,primary,CHRD,2022-05-25,2022-05-26,2022-06-17,152.0677559940,137.6323052911798723111481988,137.4258568332431025026814765,69,14.4354507028201276888518012,2.070,2.027802290944843073849390234,-1.204518192882131826512861526,stop,-1.014301490281591123423099095,-1.016379707347175307954996094,22
3x,B,primary,CHRD,2022-10-21,2022-10-24,2022-11-21,155.1223339985,143.5036871689421577210728570,143.2884316381887444844912477,86,11.6186468295578422789271430,2.580,0.8329428670540192432960368115,-1.077778521216704208467833409,stop,-1.018526729825869487524507902,-1.021108786104891583948796433,28
3x,B,primary,CHRD,2023-01-19,2023-01-20,2023-02-17,143.7152500000,133.2936103451184014827623460,133.0936699296007238805382025,95,10.4216396548815985172376540,2.850,0.7172337796671709566031656092,-1.435978454022839842486483048,stop,-1.019185120781260513557031007,-1.022063746505567504437543827,28
3x,B,primary,CHRD,2023-06-07,2023-06-08,2023-07-10,153.8704589985,144.3131195608080482138861245,156.1054860060,104,9.5573394376919517861138755,3.120,0.3912743735722208605643890987,-0.7826927197959281159471578638,time,0.2338545179933200638276883192,0.2307155691053390751170493720,32
3x,B,primary,CHRD,2023-07-11,2023-07-12,2023-07-14,160.6205750075,152.3845894557140329113478200,152.1560125715304618619807983,121,8.2359855517859670886521800,3.630,0,-1.511728854939540540853927924,stop,-1.027753434333551535802564540,-1.031395985648311251867524419,2
3x,B,holdout,CHRD,2023-08-07,2023-08-08,2023-09-06,157.8364060090,149.8662022890650128609997786,163.2547500000,125,7.9702037199349871390002214,3.750,1.251359732004611103757023664,-0.8426900045479371621546930591,time,0.6798250310023690800019760597,0.6760610117810078586782080830,29
3x,B,holdout,CHRD,2023-10-13,2023-10-16,2023-10-30,170.2550000000,162.1650683050059439123013123,161.9218207025484349964328603,123,8.0899316949940560876986877,3.690,0.3356024627105327854818749293,-1.116820183486930946359119022,stop,-1.030067942675959470765692143,-1.033776255815187037740605319,14
3x,B,holdout,CHRD,2023-11-02,2023-11-03,2023-11-07,174.4312529970,165.9309720857881693464254852,165.6820756276594870924058470,117,8.5002809112118306535745148,3.510,0.09043748212909414153983134002,-1.430687894203516216984199250,stop,-1.029280968561919994094636559,-1.032810263689146923819634934,4
3x,B,holdout,CHRD,2023-12-18,2023-12-19,2024-01-09,166.2490000000,158.7435565433486637565910977,158.5054412085336407609562111,133,7.5054434566513362434089023,3.990,0.7848968597291059556975230109,-1.278939219972851199495409449,stop,-1.031725684989872889817692418,-1.035722783918572958969108959,21
3x,B,holdout,CHRD,2024-02-15,2024-02-16,2024-03-18,162.8138620105,155.8395043068399229452355412,168.3670650075,143,6.9743577036600770547644588,4.290,1.451910042438158479897009659,-0.8723191824972276050181662963,time,0.7962314571398784885152449424,0.7919299857679331861786847167,31
3x,B,holdout,CHRD,2024-03-25,2024-03-26,2024-04-24,172.5884970030,165.9194384750238085582870807,183.3146110060,149,6.6690585279761914417129193,4.470,2.645275779631451481930188011,-0.2066993410265241584799495662,time,1.608340061495152657040762186,1.603841675422493031989858943,29
3x,B,holdout,CHRD,2024-05-31,2024-06-03,2024-06-03,187.0902129970,178.8965441870524782351116800,178.6281993707718995177590125,122,8.1936688099475217648883200,3.660,0.1134767617005934439495896378,-1.453588163404945060428274722,stop,-1.032750263954383261605668341,-1.036411627465143973191611369,0
3x,B,holdout,CHRD,2024-07-15,2024-07-16,2024-08-01,175.6030059940,167.8799405495643321586720306,167.6281206387399856604340226,129,7.7230654444356678413279694,3.870,0.7208267294965005575302696445,-1.286148364980715877279746407,stop,-1.032606212214060453603068887,-1.036490680138855066057539886,16
3x,B,holdout,CHRD,2026-03-06,2026-03-09,2026-04-07,123.2946660015,115.0453511537523411014175985,145.1619349925,121,8.2493148477476588985824015,3.630,3.045747733262970658002909580,-0.7654772690878826034100925276,time,2.650798205013414144171707337,2.647161539356484949436072358,29
3x,B,holdout,CHRD,2026-05-04,2026-05-05,2026-05-06,148.1318690060,137.3897725446973779681204915,136.6746849925,93,10.7420964613026220318795085,2.790,0.2204533353923013113882116175,-1.047455126337188176303906012,stop_gap,-1.066568714475187657550713867,-1.069361465416130343993018988,1
3x,B,holdout,CHRD,2026-07-20,2026-07-21,2026-07-31,130.5955939910,121.7796833464327078502640038,140.1694349925,113,8.8159106445672921497359962,3.390,1.275466876008916777082506723,-0.2830777320250947208735222474,end_of_data,1.085973008063525925830649338,1.082570069761458723093334328,10
3x,C,primary,CHRD,2018-04-27,2018-04-30,2018-05-29,10.7060350000,9.828810995797501888940463163,12.3214900000,1139,0.877224004202498111059536837,34.170,2.763222379218492848915265230,-0.07527723783622831818038607795,time,1.841553573843025936943978065,1.807354783276101585533187086,29
3x,C,primary,CHRD,2018-06-22,2018-06-25,2018-07-02,13.8307150000,12.66295940876977203142144720,12.64396496965661737337431503,856,1.16775559123022796857855280,25.680,0.03364145742056635171189784357,-1.190929857621049607254983060,stop,-1.016265765932359234406911843,-1.041956073240924604175447806,7
3x,C,primary,CHRD,2018-09-25,2018-09-26,2018-10-08,13.7105350000,12.73409621300361555982795851,12.71499506868411013648821657,1024,0.97643878699638444017204149,30.720,0.8802036660626657685357167009,-1.157814514392274082867279622,stop,-1.019562049945048066901172550,-1.050285942112710476721318223,12
3x,C,primary,CHRD,2020-11-20,2020-11-23,2020-12-22,32.4986760015,27.90994742555008722971077771,38.4422500000,217,4.58872857594991277028922229,6.510,1.623832152015550647816252402,-0.5423454362812947907184330198,time,1.295255079947634657989278493,1.288717321284541428606701916,29
3x,C,primary,CHRD,2021-01-06,2021-01-07,2021-01-25,41.8326550000,38.32784246250165897463336221,38.27035069880790648617141217,285,3.50481253749834102536663779,8.550,1.151942923281645286595818496,-1.093540655596851349772993517,stop,-1.016403662985863677372997816,-1.024963321934531256503702199,18
3x,C,primary,CHRD,2021-02-08,2021-02-09,2021-03-10,46.9403039985,41.80349808195305307874921927,58.9015169970,194,5.13680591654694692125078073,5.820,2.770144372335066837306445507,-0.1343838972534190526990432629,time,2.328531229877678916141107627,2.322691024799390395143975813,29
3x,C,primary,CHRD,2021-03-22,2021-03-23,2021-04-21,61.5622060015,55.23486015263836714768630398,73.3298419970,158,6.32734584886163285231369602,4.740,1.919887625659902406046082278,-0.4570965568478201177569712721,time,1.859806035040291355554492218,1.855064710523409230632154008,29
3x,C,primary,CHRD,2021-04-28,2021-04-29,2021-05-14,77.7865029970,72.07343417817207395580984017,71.96532402690481584487612541,175,5.71306881882792604419015983,5.250,0.6044903557994435996608127012,-1.145882397814885575787577838,stop,-1.018923306316733223848224115,-1.024174424577576211374569287,15
3x,C,primary,CHRD,2021-05-21,2021-05-24,2021-06-22,86.8000029970,79.64284866078430782841757659,101.0382169970,139,7.15715433621569217158242341,4.170,2.238319344594501146142318615,-0.7544899471673573289922645577,time,1.989368026892149009849574870,1.985176416848447990164417220,29
3x,C,primary,CHRD,2021-06-24,2021-06-25,2021-06-28,102.9141420030,95.29916320169812449184810294,95.15621445689557730511033079,131,7.61497880130187550815189706,3.930,0.06642907487982994967560001141,-1.414861851113495681513503897,stop,-1.018772047635655705001181522,-1.022711651511489361452363221,3
3x,C,primary,CHRD,2021-07-01,2021-07-02,2021-07-07,107.0603520030,97.97001545641268284225277727,97.82306043322806381798939810,110,9.09033654658731715774722273,3.300,0.06486558489645420978707550424,-1.035203697329866394893187120,stop,-1.016166070687425615317290109,-1.019466278534104577131330897,5
3x,C,primary,CHRD,2021-09-07,2021-09-08,2021-10-06,93.6502670030,86.07233796239326409422339099,99.9198950000,131,7.57792904060673590577660901,3.930,1.491136950009665658204542300,-0.4790583262982544519146885905,time,0.8273537484191082863525018755,0.8233948831619590831841444122,28
3x,C,primary,CHRD,2021-10-08,2021-10-11,2021-11-08,106.6897939985,99.04771692930014509753350133,124.0736119970,130,7.64207706919985490246649867,3.900,2.727034131269500922599544247,-0.8008024445559220394128090796,time,2.274750416815690448686794445,2.270824782498168304533140337,28
3x,C,primary,CHRD,2021-11-11,2021-11-12,2021-11-26,126.8800370030,118.6039043709303272043818471,118.4259985143739317135752743,120,8.2761326320696727956181529,3.600,0.7636368673588453052493348001,-1.204672936773213746230532842,stop,-1.021496254889272512402277895,-1.025121136380870561065920416,14
3x,C,primary,CHRD,2021-12-27,2021-12-28,2022-01-24,133.9406150075,122.5584774601197724459095266,121.8769080030,87,11.3821375473802275540904734,2.610,0.8925732051830931079282043623,-1.320543785816357861858623019,stop_gap,-1.059880620338896365306825595,-1.062516329130423397702202333,27
3x,C,primary,CHRD,2022-02-02,2022-02-03,2022-02-16,144.1258690060,129.2625709057845943993249529,129.0686770494259175077259655,67,14.8632981002154056006750471,2.010,0.2196100738874836103919610626,-1.025738964744241392976129956,stop,-1.013045143483724308444771325,-1.015063538041764238122816749,13
3x,C,primary,CHRD,2022-03-07,2022-03-08,2022-03-09,157.7662939985,143.0527770492827997729341982,142.8381978837088755732747969,67,14.7135169492172002270658018,2.010,0.04850655380105916276538421912,-1.323020938208499531447292981,stop,-1.014583812035866815949098619,-1.016622753514205622153163225,1
3x,C,primary,CHRD,2022-05-25,2022-05-26,2022-06-17,152.0677559940,137.6323052911798723111481988,137.4258568332431025026814765,69,14.4354507028201276888518012,2.070,2.027802290944843073849390234,-1.204518192882131826512861526,stop,-1.014301490281591123423099095,-1.016379707347175307954996094,22
3x,C,primary,CHRD,2022-10-21,2022-10-24,2022-11-21,155.1223339985,143.5036871689421577210728570,143.2884316381887444844912477,86,11.6186468295578422789271430,2.580,0.8329428670540192432960368115,-1.077778521216704208467833409,stop,-1.018526729825869487524507902,-1.021108786104891583948796433,28
3x,C,primary,CHRD,2023-01-19,2023-01-20,2023-02-17,143.7152500000,133.2936103451184014827623460,133.0936699296007238805382025,95,10.4216396548815985172376540,2.850,0.7172337796671709566031656092,-1.435978454022839842486483048,stop,-1.019185120781260513557031007,-1.022063746505567504437543827,28
3x,C,primary,CHRD,2023-06-07,2023-06-08,2023-07-10,153.8704589985,144.3131195608080482138861245,156.1054860060,104,9.5573394376919517861138755,3.120,0.3912743735722208605643890987,-0.7826927197959281159471578638,time,0.2338545179933200638276883192,0.2307155691053390751170493720,32
3x,C,primary,CHRD,2023-07-11,2023-07-12,2023-07-14,160.6205750075,152.3845894557140329113478200,152.1560125715304618619807983,121,8.2359855517859670886521800,3.630,0,-1.511728854939540540853927924,stop,-1.027753434333551535802564540,-1.031395985648311251867524419,2
3x,C,holdout,CHRD,2023-08-07,2023-08-08,2023-09-06,157.8364060090,149.8662022890650128609997786,163.2547500000,125,7.9702037199349871390002214,3.750,1.251359732004611103757023664,-0.8426900045479371621546930591,time,0.6798250310023690800019760597,0.6760610117810078586782080830,29
3x,C,holdout,CHRD,2023-10-13,2023-10-16,2023-10-30,170.2550000000,162.1650683050059439123013123,161.9218207025484349964328603,123,8.0899316949940560876986877,3.690,0.3356024627105327854818749293,-1.116820183486930946359119022,stop,-1.030067942675959470765692143,-1.033776255815187037740605319,14
3x,C,holdout,CHRD,2023-11-02,2023-11-03,2023-11-07,174.4312529970,165.9309720857881693464254852,165.6820756276594870924058470,117,8.5002809112118306535745148,3.510,0.09043748212909414153983134002,-1.430687894203516216984199250,stop,-1.029280968561919994094636559,-1.032810263689146923819634934,4
3x,C,holdout,CHRD,2023-12-18,2023-12-19,2024-01-09,166.2490000000,158.7435565433486637565910977,158.5054412085336407609562111,133,7.5054434566513362434089023,3.990,0.7848968597291059556975230109,-1.278939219972851199495409449,stop,-1.031725684989872889817692418,-1.035722783918572958969108959,21
3x,C,holdout,CHRD,2024-02-15,2024-02-16,2024-03-18,162.8138620105,155.8395043068399229452355412,168.3670650075,143,6.9743577036600770547644588,4.290,1.451910042438158479897009659,-0.8723191824972276050181662963,time,0.7962314571398784885152449424,0.7919299857679331861786847167,31
3x,C,holdout,CHRD,2024-03-25,2024-03-26,2024-04-24,172.5884970030,165.9194384750238085582870807,183.3146110060,149,6.6690585279761914417129193,4.470,2.645275779631451481930188011,-0.2066993410265241584799495662,time,1.608340061495152657040762186,1.603841675422493031989858943,29
3x,C,holdout,CHRD,2024-05-31,2024-06-03,2024-06-03,187.0902129970,178.8965441870524782351116800,178.6281993707718995177590125,122,8.1936688099475217648883200,3.660,0.1134767617005934439495896378,-1.453588163404945060428274722,stop,-1.032750263954383261605668341,-1.036411627465143973191611369,0
3x,C,holdout,CHRD,2024-07-15,2024-07-16,2024-08-01,175.6030059940,167.8799405495643321586720306,167.6281206387399856604340226,129,7.7230654444356678413279694,3.870,0.7208267294965005575302696445,-1.286148364980715877279746407,stop,-1.032606212214060453603068887,-1.036490680138855066057539886,16
3x,C,holdout,CHRD,2026-03-06,2026-03-09,2026-04-07,123.2946660015,115.0453511537523411014175985,145.1619349925,121,8.2493148477476588985824015,3.630,3.045747733262970658002909580,-0.7654772690878826034100925276,time,2.650798205013414144171707337,2.647161539356484949436072358,29
3x,C,holdout,CHRD,2026-05-04,2026-05-05,2026-05-06,148.1318690060,137.3897725446973779681204915,136.6746849925,93,10.7420964613026220318795085,2.790,0.2204533353923013113882116175,-1.047455126337188176303906012,stop_gap,-1.066568714475187657550713867,-1.069361465416130343993018988,1
3x,C,holdout,CHRD,2026-07-21,2026-07-22,2026-07-31,136.8850129895,127.9288103909732287181022893,140.1694349925,111,8.9562025985267712818977107,3.330,0.5532459718268385145585818443,-0.9808852460466971028144030826,end_of_data,0.3667203780696366775451816742,0.3633707441516930641567301871,9
3x,D,primary,CHRD,2016-11-21,2016-11-22,2016-11-28,13.5002200000,12.09014148540788660169286175,12.07200627317977477179032246,709,1.41007851459211339830713825,21.270,0,-1.205762645416815267118129109,stop,-1.012861136483139532947606933,-1.034136547525536668620369207,6
3x,D,primary,CHRD,2016-11-30,2016-12-01,2016-12-30,15.7736250000,13.89053549688322835829864156,15.1172900000,531,1.88308950311677164170135844,15.930,0.6937402592058264003918722436,-0.6869694711052624072007928284,time,-0.3485415849398955663582045500,-0.3644728510588696679842737624,29
3x,D,primary,CHRD,2019-04-22,2019-04-23,2019-04-24,7.0405450000,6.521972959516224531360141786,6.512190000076950194563101573,1928,0.518572040483775468639858214,57.840,0.2110699988720747697462587525,-1.042372048241794860102246927,stop,-1.018865188779070736737880956,-1.076716360184326258115504295,1
3x,D,primary,CHRD,2019-09-16,2019-09-17,2019-09-18,4.7471100000,3.990468614163489680563773096,3.9640450000,1321,0.756641385836510319436226904,39.630,0.01703581147064717839195855031,-1.172431242337146502970546902,stop_gap,-1.034922242766666621217922591,-1.074571144560259743930006106,1
3x,D,primary,CHRD,2021-03-22,2021-03-23,2021-04-21,61.5622060015,55.23486015263836714768630398,73.3298419970,158,6.32734584886163285231369602,4.740,1.919887625659902406046082278,-0.4570965568478201177569712721,time,1.859806035040291355554492218,1.855064710523409230632154008,29
3x,D,primary,CHRD,2021-04-28,2021-04-29,2021-05-14,77.7865029970,72.07343417817207395580984017,71.96532402690481584487612541,175,5.71306881882792604419015983,5.250,0.6044903557994435996608127012,-1.145882397814885575787577838,stop,-1.018923306316733223848224115,-1.024174424577576211374569287,15
3x,D,primary,CHRD,2021-06-14,2021-06-15,2021-07-14,97.2156050000,90.39611233205350197028437223,96.9643359985,146,6.81949266794649802971562777,4.380,1.530084055819071746773380902,-0.8674548515617541160601906952,time,-0.03684570300676966982074845973,-0.04124485723432801865520448312,29
3x,D,primary,CHRD,2021-09-27,2021-09-28,2021-10-26,101.6622670030,94.01931727101312918651137856,119.7600919970,130,7.64294973198687081348862144,3.900,2.469953965285667338245520541,-0.6309437026411524457675388338,time,2.367911032864436579234697528,2.363985846771108557003462058,28
3x,D,primary,CHRD,2021-10-29,2021-11-01,2021-11-30,123.8755370030,116.7191661598446681091770641,119.7201519970,139,7.1563708431553318908229359,4.170,1.302959307358746510269775717,-0.9733331538655717370863209668,time,-0.5806553485101171282047649317,-0.5848474174592400374301208235,29
3x,D,primary,CHRD,2022-01-04,2022-01-05,2022-01-21,136.2841220030,125.4248637486530111842041948,125.2367264530300316674278885,92,10.8592582543469888157958052,2.760,0.7197438180339142107397992641,-1.130290827928936896992603558,stop,-1.017325059522151770983116267,-1.020087679150245699348285935,16
3x,D,primary,CHRD,2022-05-25,2022-05-26,2022-06-17,152.0677559940,137.6323052911798723111481988,137.4258568332431025026814765,69,14.4354507028201276888518012,2.070,2.027802290944843073849390234,-1.204518192882131826512861526,stop,-1.014301490281591123423099095,-1.016379707347175307954996094,22
3x,D,primary,CHRD,2022-08-11,2022-08-12,2022-09-12,133.9906779895,121.1498809520567411469061889,142.4060650075,77,12.8407970374432588530938111,2.310,1.230399870384199606955186691,-0.5599866556984176836068529240,time,0.6553632919717570969999605087,0.6530269883986594784835165612,31
3x,D,primary,CHRD,2022-11-07,2022-11-08,2022-11-09,160.7207159940,148.8049457485145196501261176,148.5817383298917478706509284,83,11.9157702454854803498738824,2.490,0.01924181158887882522928116284,-1.163224425147958817419890864,stop,-1.018732101578354804225839318,-1.021249773485579272513798744,1
3x,D,primary,CHRD,2022-11-15,2022-11-16,2022-11-18,161.9926250000,149.1711857311088590422976390,148.9474289525121957537341925,77,12.8214392688911409577023610,2.310,0.1230269057099717867198852513,-1.071847295127306527823547531,stop,-1.017451767613918966749995583,-1.019791598530779406137281959,2
3x,D,primary,CHRD,2023-04-11,2023-04-12,2023-05-02,145.6781970105,135.1154242338602488277252308,134.9127510975094584544836430,94,10.5627727766397511722747692,2.820,0.008691561528525638647443289263,-1.003353497666691019583638965,stop,-1.019187493723145782421324947,-1.022027657062297309216823439,20
3x,D,primary,CHRD,2023-06-07,2023-06-08,2023-07-10,153.8704589985,144.3131195608080482138861245,156.1054860060,104,9.5573394376919517861138755,3.120,0.3912743735722208605643890987,-0.7826927197959281159471578638,time,0.2338545179933200638276883192,0.2307155691053390751170493720,32
3x,D,holdout,CHRD,2023-08-08,2023-08-09,2023-08-14,163.2144560015,155.0221249758460833709283659,154.7895917883823142458719734,122,8.1923310256539166290716341,3.660,0.02875140149518054666903384759,-1.071057062272409576649822770,stop,-1.028384251897976521369453276,-1.032046213298957066164379988,5
3x,D,holdout,CHRD,2023-11-02,2023-11-03,2023-11-07,174.4312529970,165.9309720857881693464254852,165.6820756276594870924058470,117,8.5002809112118306535745148,3.510,0.09043748212909414153983134002,-1.430687894203516216984199250,stop,-1.029280968561919994094636559,-1.032810263689146923819634934,4
3x,D,holdout,CHRD,2023-12-18,2023-12-19,2024-01-09,166.2490000000,158.7435565433486637565910977,158.5054412085336407609562111,133,7.5054434566513362434089023,3.990,0.7848968597291059556975230109,-1.278939219972851199495409449,stop,-1.031725684989872889817692418,-1.035722783918572958969108959,21
3x,D,holdout,CHRD,2024-07-15,2024-07-16,2024-08-01,175.6030059940,167.8799405495643321586720306,167.6281206387399856604340226,129,7.7230654444356678413279694,3.870,0.7208267294965005575302696445,-1.286148364980715877279746407,stop,-1.032606212214060453603068887,-1.036490680138855066057539886,16
3x,D,holdout,CHRD,2025-07-11,2025-07-14,2025-07-16,108.9131250000,102.3355165866950130924647259,102.1820133118149705728260288,152,6.5776084133049869075352741,4.560,0,-1.023643333096637199496928478,stop,-1.023337247405841422308762777,-1.027898175651329084573299356,2
3x,D,holdout,CHRD,2025-07-28,2025-07-29,2025-08-01,113.1695000000,106.9367996661211452448735779,106.7763944666219635270062675,160,6.2327003338788547551264221,4.800,0.2006350270367909492182219461,-1.232130792211655011126154437,stop,-1.025736067981204424150480336,-1.030549391002195843950069507,3
3x,D,holdout,CHRD,2025-12-03,2025-12-04,2025-12-18,96.1039389985,90.40382225974270637528038713,90.26821652635309231571746655,175,5.70011673875729362471961287,5.250,0.8817465030717514744704076028,-1.056809408400520546053872783,stop,-1.023789992311486945910563369,-1.029053042416411713805546888,14
3x,D,holdout,CHRD,2026-02-11,2026-02-12,2026-03-13,103.7053280045,96.88046745204162571983550166,123.2648220045,146,6.82486055245837428016449834,4.380,3.495261157666780439570153195,-0.9238761665582700578513910695,time,2.865918482825923778438621494,2.861522788618048170135402677,29
3x,D,holdout,CHRD,2026-03-18,2026-03-19,2026-04-17,132.1379120030,123.2361745222533688097747431,123.0513202604699887565600810,112,8.9017374807466311902252569,3.360,1.829090785053609980208647273,-1.372531377096421098265974499,stop,-1.020766087764686073891115512,-1.024136216356422948710562482,29
1x,NONE,primary,CLMT,2016-09-08,2016-09-09,2016-09-12,6.3831900000,5.765152076977397796878457226,5.762269500938909097980017997,1618,0.618037923022602203121542774,16.180,0,-1.121597840808628531005790046,stop,-1.004664076314914546915586527,-1.020844313202472482416759223,3
1x,NONE,primary,CLMT,2016-11-15,2016-11-16,2016-11-28,4.5522750000,3.933074447719340906707869780,3.931107910495481236254515845,1614,0.619200552280659093292130220,16.140,0.7230694455147449303866065247,-1.134164040089044605477143553,stop,-1.003175929376381300438858328,-1.019325785772935992055064850,12
1x,NONE,primary,CLMT,2017-05-04,2017-05-05,2017-06-05,3.8519250000,3.556816049586514172114828044,4.0479750000,3388,0.295108950413485827885171956,33.880,3.653142334346272512238147505,-0.1759519659679801499876778603,time,0.6643309182093887030348434185,0.6304451279411209803602785923,31
1x,NONE,primary,CLMT,2017-07-18,2017-07-19,2017-08-16,4.4522250000,4.144130983581895806695472405,6.1969000000,3245,0.308094016418104193304527595,32.450,7.944896263996914359587610476,-0.007221821526648950352905162161,time,5.662800661575846048069579233,5.630343036736974361090230190,28
1x,NONE,primary,CLMT,2017-08-30,2017-08-31,2017-09-29,7.4537250000,6.639089883849232818119152013,8.3458250000,1227,0.814635116150767181880847987,12.270,2.020874091186757174282863594,-0.1273269442276329215364930078,time,1.095091510681815659703113157,1.082816076193733430584145405,29
1x,NONE,primary,CLMT,2017-10-31,2017-11-01,2017-11-13,9.0045000000,8.234201034243758749028895262,8.230083933726636869654380814,1298,0.770298965756241250971104738,12.980,1.227445501074709452281825718,-1.823318039407117319650792407,stop,-1.005344808574525235993163247,-1.018326781087213860554578643,12
1x,NONE,primary,CLMT,2017-12-26,2017-12-27,2017-12-28,9.0045000000,8.186687975346175380312937844,8.182594631358502292622781375,1222,0.817812024653824619687062156,12.220,0.3613299769284800406079644461,-3.551549637863858808615339201,stop,-1.005005238201780877369973631,-1.017232986998006936273796455,1
1x,NONE,primary,CLMT,2018-03-08,2018-03-09,2018-03-19,7.9539750000,7.231357419469492471903597342,7.227741740759757725667645543,1383,0.722617580530507528096402658,13.830,0,-1.596937344304317529817476379,stop,-1.005003585308677802389232853,-1.018842163651400283637244953,10
1x,NONE,primary,CLMT,2018-05-15,2018-05-16,2018-05-17,8.4542250000,7.792561858151614301044136699,7.788665577222538493893614631,1511,0.661663141848385698955863301,15.110,0.06918172874512169736170174406,-1.215459875478874867519706939,stop,-1.005888617156747421975726192,-1.021002047794676793327272177,1
1x,NONE,primary,CLMT,2018-06-01,2018-06-04,2018-06-21,8.5042500000,7.741184111867847206392357818,7.737313519811913282789161639,1310,0.763065888132152793607642182,13.100,0.3220560685808554854947801690,-1.119497035951966626587653955,stop,-1.005072421813283296566671382,-1.018177450036308952131057147,17
1x,NONE,primary,CLMT,2019-01-09,2019-01-10,2019-01-22,3.7118550000,3.127549642306647414906192431,3.125985867485494091198739335,1711,0.584305357693352585093807569,17.110,0.03105396820530716247982195192,-1.218292782407766886033268426,stop,-1.002676297248628008200235313,-1.019790636298122173248359839,12
1x,NONE,primary,CLMT,2019-03-07,2019-03-08,2019-04-05,3.7918950000,3.286591804244439026859117069,3.6881550000,1979,0.505303195755560973140882931,19.790,1.084705192058876828429764240,-0.5776630792202695684850640530,time,-0.2053024815029745800189812942,-0.2250925799705834656965387739,28
1x,NONE,primary,CLMT,2019-05-10,2019-05-13,2019-06-11,3.9019500000,3.456804640615533352149184846,4.2078950000,2246,0.445145359384466647850815154,22.460,1.950037177070233688199231095,-0.2290263120814588151741392894,time,0.6872923496788809927263564971,0.6648277776257707607328165963,29
1x,NONE,primary,CLMT,2019-07-12,2019-07-15,2019-08-05,4.6423200000,4.261646188406581318112472176,4.259515365312378027453415940,2626,0.380673811593418681887527824,26.260,0.9395970752567098504598388474,-1.161939662065387779734388054,stop,-1.005597503766503200169127039,-1.031866712983029420546554876,21
