regime,arm,period,instrument_id,signal_date,entry_date,exit_date,entry_price,stop_price,exit_price,shares,initial_risk_per_share,costs,mfe,mae,exit_reason,gross_r,net_r,holding_days
3x,A,primary,NEO,2020-06-30,2020-07-01,2020-07-30,30.9563650000,27.97303101347561158679650226,38.2824900000,335,2.98333398652438841320349774,10.050,2.592278985501638345969629880,-0.05576445706429791761400804658,time,2.455683819877975894303603546,2.445627956157886586950929641,29
3x,A,primary,NEO,2020-08-05,2020-08-06,2020-08-27,40.4405710015,37.33892920032039722921561284,37.28292080651991663337178942,322,3.10164180117960277078438716,9.660,0.1900374176914404930764303211,-1.102825929222098914902664027,stop,-1.018057660229875587117370918,-1.027729957007856375202199076,21
3x,A,primary,NEO,2020-10-06,2020-10-07,2020-11-04,39.2287529970,36.42527450973574517128158162,40.4791909985,356,2.80347848726425482871841838,10.680,1.908789037372625031978532273,-0.5310370683289180847085311391,time,0.4460308888334744634936042213,0.4353298971418010287712925396,28
3x,A,primary,NEO,2020-11-17,2020-11-18,2020-12-17,45.0675000000,41.03422007234059693853044853,53.4896450000,247,4.03327992765940306146955147,7.410,2.142796720042048616948713896,-0.8002172073072512835930873811,time,2.088162773489304372380202299,2.080724658471731161378562448,29
3x,A,primary,NEO,2020-12-22,2020-12-23,2020-12-29,56.9853520030,53.41709698619041070054796641,53.33697134071112508449714446,280,3.56825501680958929945203359,8.400,0.02372251887862111886675183950,-1.366312379589701421098018469,stop,-1.022455134260814888919785510,-1.030862605099831121826070996,6
3x,A,primary,NEO,2021-02-12,2021-02-16,2021-02-17,61.6623550000,57.14099172670988019789607545,57.05528023911981537759923134,221,4.52136327329011980210392455,6.630,0,-1.194851347582340120339143542,stop,-1.018957000888737262707118852,-1.025592167803376595800095549,1
3x,A,primary,NEO,2021-04-21,2021-04-22,2021-05-04,51.5572200000,47.06979812354060810993560826,46.99919342635529719777070485,222,4.48742187645939189006439174,6.660,0.1632966590112916851982655498,-1.196058928213537154922848740,stop,-1.015733911169729048442722424,-1.022419264324817336152076196,12
3x,A,primary,NEO,2021-06-24,2021-06-25,2021-07-02,46.7900810015,43.93389108435552536396457015,43.86799024772899207591862329,350,2.85618991714447463603542985,10.500,0.2170440399564797712027033570,-1.050378332159152066904311764,stop,-1.023072988329998304680213824,-1.033576491552918795858031954,7
3x,A,primary,NEO,2021-08-04,2021-08-05,2021-08-10,47.4811150000,44.63996469931843618077090970,44.57300475226945852649975334,351,2.84115030068156381922909030,10.530,0.4149322898254263999426959485,-1.943267837212110514211324840,stop,-1.023567900308869483647321586,-1.034127003779320623494109762,5
3x,A,primary,NEO,2021-08-30,2021-08-31,2021-09-27,49.1436050000,46.18385111664034097225943444,46.11457533996538046080104529,337,2.95975388335965902774056556,10.110,1.448226835379451090812077001,-1.484449441793706181965823395,stop,-1.023405924750852792214793961,-1.033541902667349879563104676,27
3x,A,primary,NEO,2022-12-08,2022-12-09,2022-12-15,12.0079850000,10.72050554122732007269599298,10.70442478291547909258694899,776,1.28747945877267992730400702,23.280,0.8093449514086425150417467923,-1.078063801750382366127377170,stop,-1.012490108640001403325744212,-1.035791451271594303093264261,6
3x,A,primary,NEO,2023-01-17,2023-01-18,2023-02-15,11.7175500000,10.42079048144511546632706467,13.5596300000,771,1.29675951855488453367293533,23.130,1.551906865694484829318437365,-0.9312058116571219934127451813,time,1.420525528166412390067284703,1.397390938004751456936248841,28
3x,A,primary,NEO,2023-02-16,2023-02-17,2023-03-20,14.0310150000,12.57512117986713816360608026,18.4422940015,686,1.45589382013286183639391974,20.580,3.763313590753479017725548586,-0.7081663413516733791861643125,time,3.029945549942258749378499625,3.009339651637626710683053944,31
3x,A,primary,NEO,2023-05-09,2023-05-10,2023-06-05,18.6579439985,16.59960634125975540307444794,16.57470693174786576996983627,485,2.05833765724024459692555206,14.550,0.9143577560658360386049192155,-1.092116247590773670765966151,stop,-1.012096853703426866548632798,-1.026671721871666605783835541,26
3x,A,primary,NEO,2023-07-19,2023-07-20,2023-07-25,17.8767750000,16.29246161933481858292039483,16.26802292690581635504601424,631,1.58431338066518141707960517,18.930,0,-1.121479513891382188367293625,stop,-1.015425415657817349259571181,-1.034361063343507133081956576,5
3x,A,holdout,NEO,2023-11-03,2023-11-06,2023-12-05,14.9824400000,13.54255169407186611738785691,18.4522800000,694,1.43988830592813388261214309,20.820,3.331898023095307070611167052,-0.2933838675269332727419164466,time,2.409798027884798189306910717,2.388963078481787115113516404,29
3x,A,holdout,NEO,2023-12-14,2023-12-15,2023-12-28,20.0500300000,18.47814576014124087320684934,18.0229240015,636,1.57188423985875912679315066,19.080,0.7443098991215326264028368989,-2.379329791064040833781090345,stop_gap,-1.289602597378382390896382857,-1.308687972267499947679584042,13
3x,A,holdout,NEO,2024-02-21,2024-02-22,2024-03-14,16.7150360015,15.12393343762810971718027660,15.10124753747166755260450619,628,1.59110256387189028281972340,18.840,0.4870609953730155929575769556,-1.316719644019557108325456727,stop,-1.014257974734976764003650875,-1.033112824624097733006609415,21
3x,A,holdout,NEO,2024-07-16,2024-07-17,2024-07-18,15.6734750000,14.64320787498635010021314412,14.62124306317387057506282440,970,1.03026712501364989978685588,29.100,0.2975199271702849712976456958,-1.041938516659723218542501307,stop,-1.021319530905335366970929132,-1.050438192727726849358758415,1
3x,A,holdout,NEO,2024-07-30,2024-07-31,2024-08-05,17.5262500000,15.88415622184799894957903456,15.8162400000,608,1.64209377815200105042096544,18.240,0.4590182424588839438278806037,-1.118236987699022146377179942,stop_gap,-1.041359526935441721185264247,-1.059628885481919959111099726,5
3x,A,holdout,NEO,2024-11-05,2024-11-06,2024-12-05,15.7035200000,14.55517574753855632769504556,17.1642159985,870,1.14834425246144367230495444,26.100,2.313314142780710175715044539,-0.7780941978720797010047903963,time,1.272001836878653006234638017,1.245877266711043561532623835,29
3x,A,holdout,NEO,2024-12-10,2024-12-11,2024-12-16,18.5978550000,17.25617937319859452805791428,17.23029510413879663626582741,745,1.34167562680140547194208572,22.350,0.05377231169652818539570524592,-1.012059079613130212495465337,stop,-1.019292494059467084248439471,-1.041652593177851526162240252,5
3x,A,holdout,NEO,2025-10-15,2025-10-16,2025-11-13,10.0150000000,9.135445211644605521815448022,9.9949850000,1136,0.879554788355394478184551978,34.080,1.586029680548261433938483613,-0.6764786092661043392067367381,time,-0.02275583086464046781381989212,-0.05686399603772135886626039993,28
3x,A,holdout,NEO,2025-11-21,2025-11-24,2025-12-23,11.4972200000,10.31886673184616693084905251,12.4013700000,848,1.17835326815383306915094749,25.440,0.9613246134368224829030350026,-0.1928284209335570936679916782,time,0.7672996073720431574681571864,0.7418403492609318432790904213,29
3x,A,holdout,NEO,2026-01-06,2026-01-07,2026-01-30,12.8392300000,11.88948282333925397662508739,11.87164859910424509566014976,1052,0.94974717666074602337491261,31.560,0.9484313532439792744379307022,-1.083688401811007014698259730,stop,-1.018777864965824843222590193,-1.050365218671342764815380718,23
3x,A,holdout,NEO,2026-05-29,2026-06-01,2026-06-30,10.5558100000,9.559938525091438270578294884,14.5681150000,1004,0.995871474908561729421705116,30.120,4.251743429430762705729449174,-0.6585287524780391267383915372,time,4.028938573994600232396703400,3.998814204780435803976655297,29
3x,A,holdout,NEO,2026-07-01,2026-07-02,2026-07-23,15.0225000000,13.67691423439760806113826800,13.6395100000,743,1.34558576560239193886173200,22.290,0.4068859926999117428697082215,-1.012570164481515524493109501,stop_gap,-1.027797733413791673555027896,-1.050092856301458070424600950,21
3x,B,primary,NEO,2017-07-26,2017-07-27,2017-07-27,9.4141000000,8.935725235903774562186484370,8.922321648049918900343204643,2090,0.478374764096225437813515630,62.700,0,-1.241913337804116158065884911,stop,-1.028019011159960604082599009,-1.090731349375957043641556335,0
3x,B,primary,NEO,2017-08-01,2017-08-02,2017-08-21,9.5543100000,9.011345046924398825244902647,8.997828029354012227007035293,1841,0.542964953075601174755097353,55.230,0.08414907765444343674750249317,-1.020894621025050151532241344,stop,-1.024894825151826180963592598,-1.080147010085800860377579791,19
3x,B,primary,NEO,2017-08-30,2017-08-31,2017-09-29,9.7245650000,9.216426756734557145296220854,11.1133050000,1967,0.508138243265442854703779146,59.010,3.749835847337774315113095342,-0.3435384018297756540200623419,time,2.732996420571607376987491059,2.673957368900921560124993592,29
3x,B,primary,NEO,2017-11-22,2017-11-24,2017-12-22,9.1937700000,8.541347601068197297754324314,8.9964850000,1532,0.652422398931802702245675686,45.960,0.4540463363689092673159595155,-0.6188782001676889405670086540,time,-0.3023884531294611106317019647,-0.3483709332667438909695434577,28
3x,B,primary,NEO,2018-05-22,2018-05-23,2018-06-21,11.4972200000,10.86649755204410269371441739,13.8991200000,1585,0.63072244795589730628558261,47.550,4.031535595793161906899557583,-0.3919632174202980543435565113,time,3.808172687977566122189905285,3.760608184609679455939979327,29
3x,B,primary,NEO,2018-06-22,2018-06-25,2018-06-28,14.0310150000,13.18821920151620354848853281,13.16843687271392924316580001,1186,0.84279579848379645151146719,35.580,0.1411789192756489512376723567,-1.199596630427954989583185424,stop,-1.023472267941846697939446772,-1.059068078995924678669204059,3
3x,B,primary,NEO,2018-08-06,2018-08-07,2018-08-08,14.4115850000,13.47079930618007138021844618,13.45059310722080127314811851,1062,0.94078569381992861978155382,31.860,0.04083289132939646412182182374,-1.053996682255879028406525917,stop,-1.021478004068307697828624974,-1.053366244075645818970227335,1
3x,B,primary,NEO,2018-09-18,2018-09-19,2018-10-17,14.2813900000,13.44663699573182901408463943,14.0588800000,1197,0.83475300426817098591536057,35.910,1.615579690165150219289991207,-0.9839916667566996675262721449,time,-0.2665578906122953079794869854,-0.3024966651319522188571311792,28
3x,B,primary,NEO,2018-10-26,2018-10-29,2018-11-27,15.9138350000,14.57891728240912921157531912,16.2555809985,749,1.33491771759087078842468088,22.470,2.341841717137292394051939561,-0.3849188554687245134448005525,time,0.2560052908105451056635301983,0.2335319955619502543915381842,29
3x,B,primary,NEO,2019-01-09,2019-01-10,2019-02-08,14.9423800000,13.51697229995560399037673094,16.5151909985,701,1.42540770004439600962326906,21.030,1.436515321150730736180405588,-0.07884060118133204409605003856,time,1.103411324669435236116341796,1.082364714637045475279168801,29
3x,B,primary,NEO,2019-02-12,2019-02-13,2019-03-14,17.0054700000,15.99396444592373884694299936,19.7403450000,988,1.01150555407626115305700064,29.640,2.970354426520012312701169785,-0.6974464916747376815187756320,time,2.703766666410027083669862413,2.674107906871729789457111969,29
3x,B,primary,NEO,2019-03-29,2019-04-01,2019-04-17,21.1316500000,19.73693948563398829523169854,19.70733407640553731278885099,716,1.39471051436601170476830146,21.480,0.7444914118769649062483172745,-1.341963067404556620387791233,stop,-1.021226920513973899158938106,-1.042736760506566904588176338,16
3x,B,primary,NEO,2019-05-02,2019-05-03,2019-05-22,22.8842750000,21.05924779938245670315180127,20.7588159985,547,1.82502720061754329684819873,16.410,0.5291564967761702140287008343,-1.218762656933201483661175333,stop_gap,-1.164617711330986266383788105,-1.181055822494397285484319856,19
3x,B,primary,NEO,2019-08-01,2019-08-02,2019-08-05,25.9388500000,23.89693884498907028854725379,23.86109343672158668311443291,489,2.04191115501092971145274621,14.670,0.09851016265148094180770378170,-1.174805766702008987240644542,stop,-1.017554832481088892518049485,-1.032246950659873913841700676,3
3x,B,primary,NEO,2019-10-28,2019-10-29,2019-11-26,22.9543800000,21.49797791353831970934917304,25.9809700000,686,1.45640208646168029065082696,20.580,2.420773790955952017629526966,-0.9162160727480591491234082411,time,2.078128030805751844225228476,2.057529323704964305996807430,28
3x,B,primary,NEO,2019-12-06,2019-12-09,2020-01-08,26.5397500000,24.97799641226128583285241453,29.1861550000,640,1.56175358773871416714758547,19.200,2.215618409438166567793531670,-0.6529519176431097052257651675,time,1.694508673312393958772239341,1.675299497014974698015413693,30
3x,B,primary,NEO,2020-01-10,2020-01-13,2020-02-11,30.3254210015,28.61878251324646548671726879,33.3898390015,585,1.70663848825353451328273121,17.550,2.410925352275746411181236263,-0.5774046514727423589673979141,time,1.795587068434118606698028225,1.778008653200614705402271299,29
3x,B,primary,NEO,2020-02-12,2020-02-13,2020-02-24,34.1711789985,31.74259022086957346218320839,30.9435150000,411,2.42858877763042653781679161,12.330,0.3289243567531471617965474177,-1.972824729584212739697131782,stop_gap,-1.329028622807534734261035100,-1.341381475738557083992718626,11
3x,B,primary,NEO,2020-04-17,2020-04-20,2020-05-18,28.9233189985,24.95810347462520631230229718,28.3074750000,252,3.96521552387479368769770282,7.560,0.6296457245431775978356527989,-0.9087321929424028469905430210,time,-0.1553116078538398241369136182,-0.1628774008906541541934358928,28
3x,B,primary,NEO,2020-06-30,2020-07-01,2020-07-30,30.9563650000,27.97303101347561158679650226,38.2824900000,335,2.98333398652438841320349774,10.050,2.592278985501638345969629880,-0.05576445706429791761400804658,time,2.455683819877975894303603546,2.445627956157886586950929641,29
3x,B,primary,NEO,2020-08-05,2020-08-06,2020-08-27,40.4405710015,37.33892920032039722921561284,37.28292080651991663337178942,322,3.10164180117960277078438716,9.660,0.1900374176914404930764303211,-1.102825929222098914902664027,stop,-1.018057660229875587117370918,-1.027729957007856375202199076,21
3x,B,primary,NEO,2020-10-06,2020-10-07,2020-11-04,39.2287529970,36.42527450973574517128158162,40.4791909985,356,2.80347848726425482871841838,10.680,1.908789037372625031978532273,-0.5310370683289180847085311391,time,0.4460308888334744634936042213,0.4353298971418010287712925396,28
3x,B,primary,NEO,2020-11-17,2020-11-18,2020-12-17,45.0675000000,41.03422007234059693853044853,53.4896450000,247,4.03327992765940306146955147,7.410,2.142796720042048616948713896,-0.8002172073072512835930873811,time,2.088162773489304372380202299,2.080724658471731161378562448,29
3x,B,primary,NEO,2020-12-22,2020-12-23,2020-12-29,56.9853520030,53.41709698619041070054796641,53.33697134071112508449714446,280,3.56825501680958929945203359,8.400,0.02372251887862111886675183950,-1.366312379589701421098018469,stop,-1.022455134260814888919785510,-1.030862605099831121826070996,6
3x,B,primary,NEO,2021-02-12,2021-02-16,2021-02-17,61.6623550000,57.14099172670988019789607545,57.05528023911981537759923134,221,4.52136327329011980210392455,6.630,0,-1.194851347582340120339143542,stop,-1.018957000888737262707118852,-1.025592167803376595800095549,1
3x,B,primary,NEO,2021-04-21,2021-04-22,2021-05-04,51.5572200000,47.06979812354060810993560826,46.99919342635529719777070485,222,4.48742187645939189006439174,6.660,0.1632966590112916851982655498,-1.196058928213537154922848740,stop,-1.015733911169729048442722424,-1.022419264324817336152076196,12
3x,B,primary,NEO,2023-01-17,2023-01-18,2023-02-15,11.7175500000,10.42079048144511546632706467,13.5596300000,771,1.29675951855488453367293533,23.130,1.551906865694484829318437365,-0.9312058116571219934127451813,time,1.420525528166412390067284703,1.397390938004751456936248841,28
3x,B,primary,NEO,2023-02-16,2023-02-17,2023-03-20,14.0310150000,12.57512117986713816360608026,18.4422940015,686,1.45589382013286183639391974,20.580,3.763313590753479017725548586,-0.7081663413516733791861643125,time,3.029945549942258749378499625,3.009339651637626710683053944,31
3x,B,primary,NEO,2023-05-09,2023-05-10,2023-06-05,18.6579439985,16.59960634125975540307444794,16.57470693174786576996983627,485,2.05833765724024459692555206,14.550,0.9143577560658360386049192155,-1.092116247590773670765966151,stop,-1.012096853703426866548632798,-1.026671721871666605783835541,26
3x,B,primary,NEO,2023-07-19,2023-07-20,2023-07-25,17.8767750000,16.29246161933481858292039483,16.26802292690581635504601424,631,1.58431338066518141707960517,18.930,0,-1.121479513891382188367293625,stop,-1.015425415657817349259571181,-1.034361063343507133081956576,5
3x,B,holdout,NEO,2023-12-14,2023-12-15,2023-12-28,20.0500300000,18.47814576014124087320684934,18.0229240015,636,1.57188423985875912679315066,19.080,0.7443098991215326264028368989,-2.379329791064040833781090345,stop_gap,-1.289602597378382390896382857,-1.308687972267499947679584042,13
3x,B,holdout,NEO,2024-02-21,2024-02-22,2024-03-14,16.7150360015,15.12393343762810971718027660,15.10124753747166755260450619,628,1.59110256387189028281972340,18.840,0.4870609953730155929575769556,-1.316719644019557108325456727,stop,-1.014257974734976764003650875,-1.033112824624097733006609415,21
3x,B,holdout,NEO,2024-12-10,2024-12-11,2024-12-16,18.5978550000,17.25617937319859452805791428,17.23029510413879663626582741,745,1.34167562680140547194208572,22.350,0.05377231169652818539570524592,-1.012059079613130212495465337,stop,-1.019292494059467084248439471,-1.041652593177851526162240252,5
3x,B,holdout,NEO,2025-11-21,2025-11-24,2025-12-23,11.4972200000,10.31886673184616693084905251,12.4013700000,848,1.17835326815383306915094749,25.440,0.9613246134368224829030350026,-0.1928284209335570936679916782,time,0.7672996073720431574681571864,0.7418403492609318432790904213,29
3x,B,holdout,NEO,2026-01-06,2026-01-07,2026-01-30,12.8392300000,11.88948282333925397662508739,11.87164859910424509566014976,1052,0.94974717666074602337491261,31.560,0.9484313532439792744379307022,-1.083688401811007014698259730,stop,-1.018777864965824843222590193,-1.050365218671342764815380718,23
3x,C,primary,NEO,2017-07-26,2017-07-27,2017-07-27,9.4141000000,8.935725235903774562186484370,8.922321648049918900343204643,2090,0.478374764096225437813515630,62.700,0,-1.241913337804116158065884911,stop,-1.028019011159960604082599009,-1.090731349375957043641556335,0
3x,C,primary,NEO,2017-08-01,2017-08-02,2017-08-21,9.5543100000,9.011345046924398825244902647,8.997828029354012227007035293,1841,0.542964953075601174755097353,55.230,0.08414907765444343674750249317,-1.020894621025050151532241344,stop,-1.024894825151826180963592598,-1.080147010085800860377579791,19
3x,C,primary,NEO,2017-08-30,2017-08-31,2017-09-29,9.7245650000,9.216426756734557145296220854,11.1133050000,1967,0.508138243265442854703779146,59.010,3.749835847337774315113095342,-0.3435384018297756540200623419,time,2.732996420571607376987491059,2.673957368900921560124993592,29
3x,C,primary,NEO,2018-05-22,2018-05-23,2018-06-21,11.4972200000,10.86649755204410269371441739,13.8991200000,1585,0.63072244795589730628558261,47.550,4.031535595793161906899557583,-0.3919632174202980543435565113,time,3.808172687977566122189905285,3.760608184609679455939979327,29
3x,C,primary,NEO,2018-06-22,2018-06-25,2018-06-28,14.0310150000,13.18821920151620354848853281,13.16843687271392924316580001,1186,0.84279579848379645151146719,35.580,0.1411789192756489512376723567,-1.199596630427954989583185424,stop,-1.023472267941846697939446772,-1.059068078995924678669204059,3
3x,C,primary,NEO,2018-08-06,2018-08-07,2018-08-08,14.4115850000,13.47079930618007138021844618,13.45059310722080127314811851,1062,0.94078569381992861978155382,31.860,0.04083289132939646412182182374,-1.053996682255879028406525917,stop,-1.021478004068307697828624974,-1.053366244075645818970227335,1
3x,C,primary,NEO,2018-09-18,2018-09-19,2018-10-17,14.2813900000,13.44663699573182901408463943,14.0588800000,1197,0.83475300426817098591536057,35.910,1.615579690165150219289991207,-0.9839916667566996675262721449,time,-0.2665578906122953079794869854,-0.3024966651319522188571311792,28
3x,C,primary,NEO,2018-10-26,2018-10-29,2018-11-27,15.9138350000,14.57891728240912921157531912,16.2555809985,749,1.33491771759087078842468088,22.470,2.341841717137292394051939561,-0.3849188554687245134448005525,time,0.2560052908105451056635301983,0.2335319955619502543915381842,29
3x,C,primary,NEO,2019-01-09,2019-01-10,2019-02-08,14.9423800000,13.51697229995560399037673094,16.5151909985,701,1.42540770004439600962326906,21.030,1.436515321150730736180405588,-0.07884060118133204409605003856,time,1.103411324669435236116341796,1.082364714637045475279168801,29
3x,C,primary,NEO,2019-02-12,2019-02-13,2019-03-14,17.0054700000,15.99396444592373884694299936,19.7403450000,988,1.01150555407626115305700064,29.640,2.970354426520012312701169785,-0.6974464916747376815187756320,time,2.703766666410027083669862413,2.674107906871729789457111969,29
3x,C,primary,NEO,2019-03-29,2019-04-01,2019-04-17,21.1316500000,19.73693948563398829523169854,19.70733407640553731278885099,716,1.39471051436601170476830146,21.480,0.7444914118769649062483172745,-1.341963067404556620387791233,stop,-1.021226920513973899158938106,-1.042736760506566904588176338,16
3x,C,primary,NEO,2019-05-02,2019-05-03,2019-05-22,22.8842750000,21.05924779938245670315180127,20.7588159985,547,1.82502720061754329684819873,16.410,0.5291564967761702140287008343,-1.218762656933201483661175333,stop_gap,-1.164617711330986266383788105,-1.181055822494397285484319856,19
3x,C,primary,NEO,2019-08-01,2019-08-02,2019-08-05,25.9388500000,23.89693884498907028854725379,23.86109343672158668311443291,489,2.04191115501092971145274621,14.670,0.09851016265148094180770378170,-1.174805766702008987240644542,stop,-1.017554832481088892518049485,-1.032246950659873913841700676,3
3x,C,primary,NEO,2019-10-29,2019-10-30,2019-11-27,23.4351000000,21.70415534828558258725280354,25.7612990015,577,1.73094465171441741274719646,17.310,1.759097263441770377140301147,-0.9908468178351485485906622999,time,1.343889880705319946368040643,1.326558304002225226898038661,28
3x,C,primary,NEO,2019-12-06,2019-12-09,2020-01-08,26.5397500000,24.97799641226128583285241453,29.1861550000,640,1.56175358773871416714758547,19.200,2.215618409438166567793531670,-0.6529519176431097052257651675,time,1.694508673312393958772239341,1.675299497014974698015413693,30
3x,C,primary,NEO,2020-01-10,2020-01-13,2020-02-11,30.3254210015,28.61878251324646548671726879,33.3898390015,585,1.70663848825353451328273121,17.550,2.410925352275746411181236263,-0.5774046514727423589673979141,time,1.795587068434118606698028225,1.778008653200614705402271299,29
3x,C,primary,NEO,2020-02-12,2020-02-13,2020-02-24,34.1711789985,31.74259022086957346218320839,30.9435150000,411,2.42858877763042653781679161,12.330,0.3289243567531471617965474177,-1.972824729584212739697131782,stop_gap,-1.329028622807534734261035100,-1.341381475738557083992718626,11
3x,C,primary,NEO,2020-04-17,2020-04-20,2020-05-18,28.9233189985,24.95810347462520631230229718,28.3074750000,252,3.96521552387479368769770282,7.560,0.6296457245431775978356527989,-0.9087321929424028469905430210,time,-0.1553116078538398241369136182,-0.1628774008906541541934358928,28
3x,C,primary,NEO,2020-06-30,2020-07-01,2020-07-30,30.9563650000,27.97303101347561158679650226,38.2824900000,335,2.98333398652438841320349774,10.050,2.592278985501638345969629880,-0.05576445706429791761400804658,time,2.455683819877975894303603546,2.445627956157886586950929641,29
3x,C,primary,NEO,2020-08-05,2020-08-06,2020-08-27,40.4405710015,37.33892920032039722921561284,37.28292080651991663337178942,322,3.10164180117960277078438716,9.660,0.1900374176914404930764303211,-1.102825929222098914902664027,stop,-1.018057660229875587117370918,-1.027729957007856375202199076,21
3x,C,primary,NEO,2020-10-06,2020-10-07,2020-11-04,39.2287529970,36.42527450973574517128158162,40.4791909985,356,2.80347848726425482871841838,10.680,1.908789037372625031978532273,-0.5310370683289180847085311391,time,0.4460308888334744634936042213,0.4353298971418010287712925396,28
3x,C,primary,NEO,2020-11-17,2020-11-18,2020-12-17,45.0675000000,41.03422007234059693853044853,53.4896450000,247,4.03327992765940306146955147,7.410,2.142796720042048616948713896,-0.8002172073072512835930873811,time,2.088162773489304372380202299,2.080724658471731161378562448,29
3x,C,primary,NEO,2020-12-22,2020-12-23,2020-12-29,56.9853520030,53.41709698619041070054796641,53.33697134071112508449714446,280,3.56825501680958929945203359,8.400,0.02372251887862111886675183950,-1.366312379589701421098018469,stop,-1.022455134260814888919785510,-1.030862605099831121826070996,6
3x,C,primary,NEO,2021-02-12,2021-02-16,2021-02-17,61.6623550000,57.14099172670988019789607545,57.05528023911981537759923134,221,4.52136327329011980210392455,6.630,0,-1.194851347582340120339143542,stop,-1.018957000888737262707118852,-1.025592167803376595800095549,1
3x,C,primary,NEO,2021-04-21,2021-04-22,2021-05-04,51.5572200000,47.06979812354060810993560826,46.99919342635529719777070485,222,4.48742187645939189006439174,6.660,0.1632966590112916851982655498,-1.196058928213537154922848740,stop,-1.015733911169729048442722424,-1.022419264324817336152076196,12
3x,C,primary,NEO,2023-01-17,2023-01-18,2023-02-15,11.7175500000,10.42079048144511546632706467,13.5596300000,771,1.29675951855488453367293533,23.130,1.551906865694484829318437365,-0.9312058116571219934127451813,time,1.420525528166412390067284703,1.397390938004751456936248841,28
3x,C,primary,NEO,2023-02-16,2023-02-17,2023-03-20,14.0310150000,12.57512117986713816360608026,18.4422940015,686,1.45589382013286183639391974,20.580,3.763313590753479017725548586,-0.7081663413516733791861643125,time,3.029945549942258749378499625,3.009339651637626710683053944,31
3x,C,primary,NEO,2023-05-09,2023-05-10,2023-06-05,18.6579439985,16.59960634125975540307444794,16.57470693174786576996983627,485,2.05833765724024459692555206,14.550,0.9143577560658360386049192155,-1.092116247590773670765966151,stop,-1.012096853703426866548632798,-1.026671721871666605783835541,26
3x,C,primary,NEO,2023-07-19,2023-07-20,2023-07-25,17.8767750000,16.29246161933481858292039483,16.26802292690581635504601424,631,1.58431338066518141707960517,18.930,0,-1.121479513891382188367293625,stop,-1.015425415657817349259571181,-1.034361063343507133081956576,5
3x,C,holdout,NEO,2023-12-14,2023-12-15,2023-12-28,20.0500300000,18.47814576014124087320684934,18.0229240015,636,1.57188423985875912679315066,19.080,0.7443098991215326264028368989,-2.379329791064040833781090345,stop_gap,-1.289602597378382390896382857,-1.308687972267499947679584042,13
3x,C,holdout,NEO,2024-12-10,2024-12-11,2024-12-16,18.5978550000,17.25617937319859452805791428,17.23029510413879663626582741,745,1.34167562680140547194208572,22.350,0.05377231169652818539570524592,-1.012059079613130212495465337,stop,-1.019292494059467084248439471,-1.041652593177851526162240252,5
3x,C,holdout,NEO,2025-11-21,2025-11-24,2025-12-23,11.4972200000,10.31886673184616693084905251,12.4013700000,848,1.17835326815383306915094749,25.440,0.9613246134368224829030350026,-0.1928284209335570936679916782,time,0.7672996073720431574681571864,0.7418403492609318432790904213,29
3x,C,holdout,NEO,2026-01-06,2026-01-07,2026-01-30,12.8392300000,11.88948282333925397662508739,11.87164859910424509566014976,1052,0.94974717666074602337491261,31.560,0.9484313532439792744379307022,-1.083688401811007014698259730,stop,-1.018777864965824843222590193,-1.050365218671342764815380718,23
3x,D,primary,NEO,2016-11-10,2016-11-11,2016-12-12,8.4426450000,7.812228155463393011918353634,9.7753150000,1586,0.630416844536606988081646366,47.580,2.168969645798543623824125108,-0.3214460428146647159295426810,time,2.113950494104563285439185002,2.066362933175648476399305999,31
3x,D,primary,NEO,2017-04-20,2017-04-21,2017-04-26,8.6429450000,8.185003224558086021506641982,8.172725719721248892474382019,2183,0.457941775441913978493358018,65.490,0.1027532374712743951477157500,-3.150935506173372268758276545,stop,-1.026810187441382329524066755,-1.092320699058388638193314922,5
3x,D,primary,NEO,2017-06-21,2017-06-22,2017-07-21,8.5027350000,8.021000473119507157336113284,9.0963350000,2075,0.481734526880492842663886716,62.250,1.738021572632069234128405622,-0.1094690063871679469006365613,time,1.232213941242493472650381393,1.169938977904766376660638398,29
3x,D,primary,NEO,2017-07-26,2017-07-27,2017-07-27,9.4141000000,8.935725235903774562186484370,8.922321648049918900343204643,2090,0.478374764096225437813515630,62.700,0,-1.241913337804116158065884911,stop,-1.028019011159960604082599009,-1.090731349375957043641556335,0
3x,D,primary,NEO,2017-08-01,2017-08-02,2017-08-21,9.5543100000,9.011345046924398825244902647,8.997828029354012227007035293,1841,0.542964953075601174755097353,55.230,0.08414907765444343674750249317,-1.020894621025050151532241344,stop,-1.024894825151826180963592598,-1.080147010085800860377579791,19
3x,D,primary,NEO,2017-11-22,2017-11-24,2017-12-22,9.1937700000,8.541347601068197297754324314,8.9964850000,1532,0.652422398931802702245675686,45.960,0.4540463363689092673159595155,-0.6188782001676889405670086540,time,-0.3023884531294611106317019647,-0.3483709332667438909695434577,28
3x,D,primary,NEO,2018-09-25,2018-09-26,2018-10-05,14.9624100000,14.05148083504317023808258469,14.03040361379060548272546081,1097,0.91092916495682976191741531,32.910,0.7328670830641788118165806772,-1.001625631388408139261472424,stop,-1.023138156141442276762037762,-1.056071562112061016339469150,9
